X,Y,Z,W,R
0.302005,0.964288,0.650135,0.472234,0.15
0.474871,0.616927,0.987646,0.773263,0.15
0.936697,0.995682,0.146741,0.530514,0.15
0.152653,0.294618,0.631881,0.0852156,0.15
0.380039,0.867499,0.683613,0.737127,0.15
0.982421,0.327652,0.33941,0.424573,0.15
0.339373,0.361039,0.106272,0.627581,0.15
0.0702254,0.449503,0.983955,0.116299,0.15
0.968431,0.00912648,0.277151,0.0416785,0.15
0.96937,0.767418,0.416464,0.0444201,0.15
0.070899,0.781866,0.381796,0.883688,0.15
0.489383,0.437439,0.788738,0.706804,0.15
0.332027,0.806942,0.982328,0.666963,0.15
0.0250131,0.836966,0.802779,0.497516,0.15
0.81461,0.387052,0.801334,0.733403,0.15
0.284121,0.746633,0.618243,0.984973,0.15
0.745861,0.911544,0.632465,0.59024,0.15
0.835931,0.309364,0.156419,0.663421,0.15
0.498732,0.601662,0.741827,0.359133,0.15
0.661349,0.695487,0.208775,0.572025,0.15
0.975703,0.583723,0.157042,0.687024,0.15
0.791872,0.835898,0.3003,0.300511,0.15
0.960014,0.580114,0.588316,0.108424,0.15
0.997681,0.43226,0.802806,0.289152,0.15
0.0823458,0.988107,0.309803,0.482839,0.15
0.308214,0.25467,0.926204,0.663247,0.15
0.723866,0.379951,0.192462,0.0217478,0.15
0.521526,0.989334,0.820284,0.988686,0.15
0.912332,0.108848,0.3265,0.93546,0.15
0.717849,0.0109135,0.175725,0.11494,0.15
0.036028,0.764218,0.128166,0.990047,0.15
0.193699,0.762819,0.143493,0.400751,0.15
0.443504,0.967231,0.967194,0.391469,0.15
0.726064,0.977134,0.362423,0.577636,0.15
0.277329,0.969215,0.37387,0.33384,0.15
0.206496,0.0170914,0.0101805,0.560767,0.15
0.966646,0.0223743,0.741034,0.746708,0.15
0.468158,0.238564,0.58878,0.0826167,0.15
0.543243,0.957232,0.239619,0.685691,0.15
0.925513,0.971953,0.334699,0.770755,0.15
0.581858,0.434427,0.412913,0.630194,0.15
0.273988,0.639078,0.642007,0.474623,0.15
0.0773111,0.402678,0.323437,0.550605,0.15
0.519545,0.0304139,0.411696,0.991057,0.15
0.320203,0.516247,0.905104,0.00832017,0.15
0.578518,0.370284,0.265774,0.374983,0.15
0.777856,0.134614,0.61622,0.58596,0.15
0.410818,0.674011,0.397676,0.681396,0.15
0.033355,0.994458,0.00683344,0.821425,0.15
0.403878,0.958385,0.239663,0.531288,0.15
0.658158,0.887473,0.0845552,0.865189,0.15
0.290409,0.432328,0.0555463,0.995497,0.15
0.0674249,0.329558,0.466073,0.924376,0.15
0.518001,0.751391,0.92719,0.970624,0.15
0.160358,0.0497344,0.342637,0.758729,0.15
0.960629,0.419354,0.683077,0.380941,0.15
0.976656,0.204139,0.737643,0.905438,0.15
0.0648734,0.345817,0.0597833,0.635582,0.15
0.103078,0.648361,0.898006,0.170367,0.15
0.687054,0.101349,0.969972,0.00781692,0.15
0.841765,0.566925,0.928866,0.918149,0.15
0.994634,0.0414924,0.478303,0.726007,0.15
0.714943,0.902956,0.952727,0.72807,0.15
0.673805,0.16846,0.0823202,0.278099,0.15
0.354539,0.188143,0.0884032,0.858263,0.15
0.81772,0.862686,0.999047,0.294432,0.15
0.294665,0.864153,0.0645435,0.0300394,0.15
0.00238123,0.869151,0.539561,0.556501,0.15
0.987521,0.659231,0.357331,0.521533,0.15
0.669493,0.372775,0.511268,0.35248,0.15
0.692228,0.946895,0.713232,0.94251,0.15
0.332253,0.0200052,0.924238,0.876629,0.15
0.606993,0.640879,0.512277,0.9661,0.15
0.203884,0.634459,0.0435544,0.79624,0.15
0.539628,0.464952,0.985032,0.352986,0.15
0.526267,0.114913,0.992423,0.050641,0.15
0.020496,0.99667,0.503403,0.186175,0.15
0.479976,0.163902,0.409025,0.403659,0.15
0.00763113,0.448301,0.583823,0.662394,0.15
0.565444,0.159703,0.957489,0.868643,0.15
0.960423,0.490328,0.54783,0.620357,0.15
0.433019,0.537262,0.438662,0.345558,0.15
0.201792,0.916246,0.973322,0.337185,0.15
0.752805,0.649161,0.398695,0.741799,0.15
0.674068,0.980352,0.530709,0.130389,0.15
0.00858696,0.729091,0.360241,0.34646,0.15
0.37694,0.591091,0.355323,0.963933,0.15
0.927999,0.421851,0.201952,0.971728,0.15
0.132661,0.208285,0.306121,0.275338,0.15
0.283055,0.428013,0.403349,0.114327,0.15
0.939736,0.847751,0.70632,0.995519,0.15
0.859058,0.493269,0.907629,0.214712,0.15
0.80786,0.531993,0.399806,0.0118704,0.15
0.984895,0.809512,0.730623,0.628642,0.15
0.791026,0.217618,0.419991,0.0889914,0.15
0.0647098,0.241111,0.134079,0.026508,0.15
0.21881,0.462155,0.124386,0.396352,0.15
0.0372413,0.0279956,0.348304,0.00415373,0.15
0.549334,0.119508,0.777557,0.26995,0.15
0.746733,0.231409,0.722986,0.0636605,0.15
