X,Y,Z,W,R
0.318199,0.9237,0.563686,0.33087,0.15
0.529344,0.550233,0.120936,0.764766,0.15
0.119987,0.0569188,0.0641246,0.712454,0.15
0.166081,0.366953,0.704349,0.0337228,0.15
0.514126,0.823315,0.737819,0.575782,0.15
0.873811,0.230619,0.336721,0.362304,0.15
0.313531,0.333288,0.127196,0.648937,0.15
0.0210909,0.643564,0.181414,0.06715,0.15
0.980988,0.00418027,0.223282,0.13347,0.15
0.869989,0.857082,0.340612,0.95564,0.15
0.227895,0.591881,0.628212,0.878226,0.15
0.641572,0.50637,0.869446,0.663772,0.15
0.228191,0.747358,0.96393,0.657265,0.15
0.042546,0.705014,0.0266718,0.38491,0.15
0.828911,0.305492,0.86037,0.80866,0.15
0.147335,0.612993,0.706282,0.0392871,0.15
0.678474,0.965327,0.844712,0.419301,0.15
0.772948,0.364283,0.0775197,0.554597,0.15
0.50344,0.56467,0.730972,0.288002,0.15
0.705159,0.603874,0.207325,0.541491,0.15
0.975336,0.586898,0.1602,0.659156,0.15
0.767195,0.780028,0.322153,0.352377,0.15
0.00231399,0.485258,0.858393,0.938526,0.15
0.098615,0.426346,0.815966,0.419353,0.15
0.987985,0.0013301,0.383109,0.57495,0.15
0.273096,0.304889,0.931249,0.7008,0.15
0.659882,0.403673,0.230246,0.0298587,0.15
0.64466,0.969336,0.934803,0.0890848,0.15
0.934294,0.20166,0.332252,0.9612,0.15
0.753779,0.794643,0.142119,0.0643906,0.15
0.0355629,0.71463,0.267458,0.949562,0.15
0.129069,0.77775,0.236023,0.340971,0.15
0.326984,0.890369,0.0736945,0.390802,0.15
0.729771,0.0042249,0.354139,0.539156,0.15
0.103477,0.00277201,0.385264,0.164818,0.15
0.0158871,0.992496,0.0477055,0.612583,0.15
0.0981351,0.993416,0.826379,0.76252,0.15
0.468447,0.312689,0.617777,0.0760484,0.15
0.592771,0.210277,0.418763,0.81832,0.15
0.0928731,0.901784,0.478857,0.903565,0.15
0.726555,0.461722,0.461982,0.59411,0.15
0.134332,0.607524,0.647963,0.500504,0.15
0.0202223,0.399755,0.470753,0.511171,0.15
0.497965,0.07451,0.395633,0.0977977,0.15
0.321743,0.60006,0.933239,0.0354997,0.15
0.565651,0.410208,0.2222,0.333341,0.15
0.766373,0.103001,0.631428,0.575842,0.15
0.417954,0.668328,0.394408,0.710488,0.15
0.638993,0.993702,0.295358,0.775663,0.15
0.2867,0.0140405,0.298096,0.597278,0.15
0.687444,0.797554,0.971886,0.519761,0.15
0.335082,0.375506,0.158835,0.997788,0.15
0.0852805,0.0845295,0.397534,0.0278582,0.15
0.688073,0.555511,0.944124,0.97958,0.15
0.293269,0.0489549,0.581359,0.690298,0.15
0.935225,0.386694,0.738005,0.305414,0.15
0.964613,0.183202,0.720996,0.993168,0.15
0.981555,0.195097,0.893876,0.579495,0.15
0.0632499,0.736639,0.965761,0.10257,0.15
0.754209,0.0274286,0.201616,0.987704,0.15
0.821538,0.623178,0.0383487,0.843432,0.15
0.0232427,0.274786,0.557123,0.745479,0.15
0.929479,0.159884,0.0173878,0.783866,0.15
0.842573,0.23771,0.0269343,0.290539,0.15
0.41697,0.0687944,0.127926,0.85011,0.15
0.767374,0.828487,0.0303446,0.417633,0.15
0.419069,0.86271,0.122974,0.106005,0.15
0.011165,0.0259544,0.697763,0.734611,0.15
0.0197809,0.730426,0.442196,0.509482,0.15
0.713511,0.423657,0.54207,0.298265,0.15
0.706774,0.988773,0.647021,0.889536,0.15
0.338783,0.932787,0.86724,0.990922,0.15
0.488912,0.870495,0.512348,0.900467,0.15
0.15576,0.540429,0.014782,0.812778,0.15
0.514227,0.388592,0.924952,0.373792,0.15
0.592296,0.136733,0.0836831,0.0345778,0.15
0.99038,0.123693,0.580861,0.369815,0.15
0.515608,0.121916,0.562135,0.32875,0.15
0.0332895,0.474639,0.729351,0.733154,0.15
0.508682,0.231076,0.998344,0.915392,0.15
0.94881,0.322876,0.335392,0.67692,0.15
0.41477,0.639206,0.445582,0.411572,0.15
0.144384,0.198035,0.98683,0.390225,0.15
0.877478,0.714608,0.456268,0.696029,0.15
0.773525,0.997459,0.659136,0.282473,0.15
0.0110713,0.806149,0.665174,0.322128,0.15
0.292518,0.338939,0.467155,0.975956,0.15
0.0464468,0.424539,0.333434,0.975806,0.15
0.150569,0.215952,0.270343,0.32493,0.15
0.334158,0.351961,0.346445,0.132466,0.15
0.0231688,0.879727,0.684064,0.998101,0.15
0.718143,0.527398,0.868827,0.134353,0.15
0.776729,0.610234,0.445875,0.0329798,0.15
0.0114011,0.705594,0.569465,0.759747,0.15
0.745224,0.213194,0.493554,0.0885353,0.15
0.964218,0.199197,0.013884,0.968645,0.15
0.139633,0.495265,0.267858,0.346488,0.15
0.0159501,0.948028,0.373846,0.0465001,0.15
0.433669,0.176461,0.897982,0.222851,0.15
0.683564,0.280024,0.775354,0.0254889,0.15
