X,Y,Z,W,R
0.571444,0.925226,0.508903,0.0559215,0.15
0.672197,0.335745,0.276274,0.816537,0.15
0.487394,0.015639,0.959411,0.072967,0.15
0.246072,0.341264,0.939041,0.963202,0.15
0.734555,0.72146,0.674262,0.334515,0.15
0.76435,0.197016,0.252273,0.118793,0.15
0.317765,0.315605,0.10509,0.648734,0.15
0.0328231,0.680739,0.371956,0.902383,0.15
0.00684039,0.0309786,0.142237,0.272444,0.15
0.866095,0.00836321,0.972433,0.035831,0.15
0.656557,0.341107,0.904524,0.842048,0.15
0.820535,0.751865,0.964481,0.521222,0.15
0.0598983,0.756993,0.00314544,0.556804,0.15
0.99825,0.479436,0.872602,0.321478,0.15
0.739071,0.165574,0.88751,0.596867,0.15
0.106891,0.645644,0.659957,0.19377,0.15
0.514852,0.343755,0.0692375,0.166826,0.15
0.767138,0.15467,0.886315,0.28622,0.15
0.286764,0.695004,0.424689,0.215117,0.15
0.811132,0.583946,0.236355,0.508547,0.15
0.186566,0.63715,0.238728,0.663441,0.15
0.662698,0.762498,0.41613,0.396064,0.15
0.00960695,0.391119,0.584379,0.990855,0.15
0.081069,0.269124,0.809892,0.469262,0.15
0.725806,0.996706,0.281719,0.853468,0.15
0.366063,0.229962,0.975885,0.871711,0.15
0.53436,0.565508,0.377292,0.988255,0.15
0.866905,0.983633,0.00318539,0.340145,0.15
0.0310787,0.420419,0.435145,0.0108925,0.15
0.865895,0.412154,0.0342414,0.000316499,0.15
0.995073,0.761649,0.246986,0.0507204,0.15
0.012888,0.881535,0.582536,0.11933,0.15
0.290975,0.725352,0.131574,0.402679,0.15
0.639527,0.000909913,0.30403,0.482644,0.15
0.97424,0.997949,0.40568,0.412271,0.15
0.53111,0.984834,0.0733467,0.836096,0.15
0.359525,0.958048,0.00584411,0.800805,0.15
0.445996,0.395552,0.598624,0.972407,0.15
0.839176,0.821239,0.822563,0.0291034,0.15
0.404035,0.980789,0.505251,0.921012,0.15
0.617937,0.547486,0.568689,0.5657,0.15
0.0964649,0.63025,0.669684,0.679723,0.15
0.0116169,0.429869,0.607481,0.347829,0.15
0.411736,0.0246742,0.311178,0.264233,0.15
0.37964,0.650015,0.0980108,0.0792628,0.15
0.484014,0.541292,0.315123,0.294197,0.15
0.646575,0.00108336,0.686306,0.519469,0.15
0.34969,0.686788,0.430677,0.78406,0.15
0.0753012,0.00918367,0.602884,0.261392,0.15
0.159529,0.0681925,0.279697,0.796899,0.15
0.859445,0.610491,0.18813,0.223335,0.15
0.374376,0.291641,0.291226,0.968566,0.15
0.947145,0.0394126,0.261323,0.816199,0.15
0.855895,0.463615,0.988272,0.716681,0.15
0.586217,0.0690776,0.156498,0.631565,0.15
0.994594,0.443233,0.673445,0.138283,0.15
0.922681,0.216347,0.584479,0.27412,0.15
0.0166166,0.0368254,0.806708,0.334485,0.15
0.0330115,0.851206,0.0707679,0.794947,0.15
0.641324,0.0201841,0.509431,0.942497,0.15
0.763676,0.812238,0.207848,0.681112,0.15
0.213894,0.261354,0.590968,0.77669,0.15
0.0923501,0.135544,0.0509083,0.80104,0.15
0.315816,0.134218,0.971924,0.291708,0.15
0.354914,0.667546,0.0969182,0.833846,0.15
0.470861,0.80453,0.0919446,0.602007,0.15
0.511711,0.838431,0.203351,0.96821,0.15
0.884689,0.123773,0.0462781,0.971208,0.15
0.0959708,0.896462,0.391713,0.656099,0.15
0.703835,0.42857,0.46907,0.316941,0.15
0.861357,0.149716,0.649904,0.79972,0.15
0.284973,0.856596,0.697512,0.228025,0.15
0.351146,0.0698392,0.79798,0.978618,0.15
0.10603,0.389661,0.0887975,0.0221998,0.15
0.388136,0.340818,0.599285,0.583589,0.15
0.67618,0.147383,0.165622,0.911185,0.15
0.0292761,0.227034,0.458273,0.597738,0.15
0.542255,0.034994,0.907909,0.196855,0.15
0.948863,0.471249,0.123357,0.735902,0.15
0.172492,0.341689,0.948802,0.0448648,0.15
0.995063,0.145283,0.253932,0.514241,0.15
0.408955,0.767289,0.424634,0.525787,0.15
0.991809,0.450872,0.243092,0.489284,0.15
0.046262,0.753726,0.467987,0.413711,0.15
0.920665,0.96776,0.774232,0.550645,0.15
0.0631833,0.970216,0.315872,0.28622,0.15
0.135756,0.133454,0.638141,0.135687,0.15
0.322812,0.419679,0.504887,0.123002,0.15
0.204211,0.0214258,0.135925,0.485512,0.15
0.22289,0.37715,0.143695,0.280572,0.15
0.0261147,0.0317377,0.712334,0.986004,0.15
0.562492,0.461247,0.749176,0.0815511,0.15
0.761248,0.757085,0.501892,0.0478475,0.15
0.926699,0.601762,0.528441,0.964489,0.15
0.677836,0.252834,0.559443,0.115144,0.15
0.981959,0.133473,0.989009,0.167437,0.15
0.0214676,0.556946,0.40826,0.20208,0.15
0.964497,0.974944,0.546338,0.989371,0.15
0.165207,0.0255012,0.0656953,0.98741,0.15
0.73851,0.0940613,0.852341,0.00608237,0.15
