X0,X1,X2,X3,R
4.176360000000000072e-01,1.189489999999999992e-01,5.811340000000000394e-01,9.407259999999999511e-01,1.499999999999999944e-01
7.006350000000000078e-01,4.573650000000000215e-01,6.931460000000000399e-01,6.531770000000000076e-01,1.499999999999999944e-01
6.493679999999999453e-01,8.345780000000000420e-01,1.626180000000000125e-01,8.587580000000000213e-01,1.499999999999999944e-01
3.390949999999999798e-01,4.240149999999999753e-01,2.248930000000000096e-01,8.488280000000000269e-01,1.499999999999999944e-01
3.194080000000000183e-03,6.104119999999999546e-01,7.451119999999999965e-01,9.782179999999999695e-03,1.499999999999999944e-01
7.813309999999999977e-01,2.940490000000000048e-01,4.430669999999999886e-01,8.393559999999999910e-01,1.499999999999999944e-01
4.054349999999999898e-01,3.600820000000000132e-01,9.001160000000000272e-01,5.576640000000000486e-01,1.499999999999999944e-01
6.272930000000000346e-03,7.342239999999999878e-01,3.817380000000000217e-01,6.679140000000000077e-01,1.499999999999999944e-01
9.629100000000000437e-01,1.296899999999999963e-02,9.541370000000000129e-01,4.857690000000000063e-01,1.499999999999999944e-01
9.037950000000000150e-01,2.166029999999999900e-01,6.799650000000000138e-02,9.296720000000000539e-01,1.499999999999999944e-01
7.327989999999999782e-01,3.098679999999999768e-01,9.886040000000000383e-01,7.267630000000000479e-01,1.499999999999999944e-01
7.124599999999999822e-01,7.722080000000000055e-01,5.477390000000000383e-03,4.178029999999999800e-01,1.499999999999999944e-01
3.683199999999999669e-02,6.908309999999999729e-01,9.819099999999999495e-01,3.951569999999999805e-01,1.499999999999999944e-01
8.881820000000000270e-01,5.038820000000000521e-01,8.599290000000000544e-01,2.998529999999999807e-01,1.499999999999999944e-01
6.557749999999999968e-01,1.212239999999999984e-01,8.988779999999999548e-01,4.677520000000000011e-01,1.499999999999999944e-01
1.687960000000000016e-01,5.785909999999999664e-01,7.371649999999999592e-01,2.733229999999999826e-01,1.499999999999999944e-01
5.942560000000000064e-01,5.702450000000000019e-01,3.081829999999999986e-02,2.220880000000000076e-01,1.499999999999999944e-01
8.357729999999999881e-01,1.743679999999999952e-01,7.974729999999999874e-01,2.451730000000000020e-01,1.499999999999999944e-01
1.917870000000000130e-01,9.620790000000000175e-01,2.690969999999999751e-01,4.464889999999999831e-02,1.499999999999999944e-01
7.663569999999999549e-01,6.630800000000000027e-01,2.190539999999999987e-01,5.769260000000000499e-01,1.499999999999999944e-01
2.742559999999999998e-01,5.798140000000000516e-01,2.427310000000000023e-01,6.021879999999999455e-01,1.499999999999999944e-01
8.111260000000000137e-01,7.644760000000000444e-01,5.229470000000000507e-01,6.292750000000000288e-01,1.499999999999999944e-01
1.604300000000000170e-02,3.523930000000000118e-01,8.611610000000000098e-02,9.643119999999999470e-01,1.499999999999999944e-01
9.905119999999999481e-01,2.429520000000000013e-01,7.457719999999999905e-01,5.012130000000000196e-01,1.499999999999999944e-01
5.674799999999999844e-01,1.830880000000000007e-02,3.629680000000000129e-01,8.192069999999999214e-03,1.499999999999999944e-01
4.238770000000000038e-01,1.396449999999999914e-01,2.466440000000000021e-01,7.984090000000000353e-01,1.499999999999999944e-01
6.847429999999999906e-01,7.823740000000000139e-01,6.497889999999999500e-01,9.148009999999999753e-01,1.499999999999999944e-01
2.877430000000000265e-01,8.878350000000000131e-02,9.041810000000000125e-01,4.122649999999999926e-01,1.499999999999999944e-01
1.769689999999999874e-01,3.252959999999999741e-01,5.640370000000000106e-01,8.563910000000000133e-01,1.499999999999999944e-01
9.141930000000000334e-01,3.220569999999999822e-01,1.656789999999999999e-02,2.095740000000000103e-02,1.499999999999999944e-01
8.907840000000000202e-01,9.033600000000000518e-01,1.743039999999999867e-01,1.451469999999999982e-01,1.499999999999999944e-01
9.129249999999999865e-01,6.693799999999999750e-02,8.562520000000000131e-01,5.671800000000000175e-01,1.499999999999999944e-01
