X0,X1,X2,X3,R
3.161459999999999826e-01,9.278509999999999813e-01,5.719070000000000542e-01,3.446949999999999736e-01,1.499999999999999944e-01
5.238030000000000186e-01,5.573590000000000488e-01,1.076600000000000057e-01,7.658289999999999820e-01,1.499999999999999944e-01
1.016129999999999950e-01,5.739439999999999820e-02,6.955920000000000158e-02,6.945980000000000487e-01,1.499999999999999944e-01
1.737390000000000045e-01,3.624870000000000037e-01,6.943470000000000475e-01,4.003860000000000058e-02,1.499999999999999944e-01
4.990749999999999909e-01,8.272289999999999921e-01,7.365249999999999853e-01,5.914920000000000178e-01,1.499999999999999944e-01
8.869559999999999667e-01,2.388339999999999907e-01,3.427180000000000226e-01,3.710370000000000057e-01,1.499999999999999944e-01
3.138670000000000071e-01,3.362519999999999953e-01,1.254079999999999917e-01,6.456359999999999877e-01,1.499999999999999944e-01
2.606630000000000058e-02,6.237930000000000419e-01,1.615679999999999894e-01,7.224540000000000128e-02,1.499999999999999944e-01
9.797320000000000473e-01,4.674890000000000122e-03,2.291189999999999893e-01,1.242899999999999977e-01,1.499999999999999944e-01
8.787660000000000471e-01,8.417120000000000157e-01,3.577690000000000037e-01,9.525120000000000253e-01,1.499999999999999944e-01
2.080809999999999882e-01,6.121860000000000079e-01,6.022279999999999855e-01,8.776460000000000372e-01,1.499999999999999944e-01
6.301579999999999959e-01,4.971559999999999868e-01,8.619980000000000420e-01,6.699310000000000542e-01,1.499999999999999944e-01
2.410049999999999970e-01,7.538920000000000066e-01,9.628390000000000004e-01,6.583400000000000363e-01,1.499999999999999944e-01
3.593439999999999829e-02,7.206479999999999553e-01,1.158769999999999939e-02,3.840629999999999877e-01,1.499999999999999944e-01
8.298480000000000301e-01,3.111209999999999809e-01,8.555629999999999624e-01,8.010350000000000525e-01,1.499999999999999944e-01
1.505650000000000044e-01,6.151330000000000409e-01,7.013930000000000442e-01,3.470569999999999905e-02,1.499999999999999944e-01
6.854069999999999885e-01,9.567350000000000021e-01,8.262140000000000040e-01,4.390510000000000246e-01,1.499999999999999944e-01
7.829880000000000173e-01,3.637369999999999770e-01,8.712240000000000262e-02,5.669199999999999795e-01,1.499999999999999944e-01
5.028749999999999609e-01,5.671640000000000015e-01,7.340109999999999690e-01,2.957000000000000184e-01,1.499999999999999944e-01
7.040159999999999751e-01,6.149390000000000134e-01,2.094080000000000108e-01,5.467830000000000190e-01,1.499999999999999944e-01
9.703319999999999723e-01,5.829229999999999690e-01,1.620540000000000036e-01,6.575520000000000254e-01,1.499999999999999944e-01
7.785480000000000178e-01,7.812919999999999865e-01,3.240060000000000162e-01,3.550809999999999800e-01,1.499999999999999944e-01
9.636499999999999233e-03,5.027810000000000334e-01,8.260929999999999662e-01,9.518919999999999604e-01,1.499999999999999944e-01
9.019910000000000427e-02,4.322860000000000036e-01,8.144190000000000040e-01,4.053269999999999929e-01,1.499999999999999944e-01
6.435910000000000415e-03,3.180019999999999982e-03,3.827249999999999819e-01,5.580089999999999772e-01,1.499999999999999944e-01
2.755900000000000016e-01,2.996240000000000014e-01,9.313810000000000144e-01,6.968299999999999494e-01,1.499999999999999944e-01
6.688650000000000428e-01,4.019220000000000015e-01,2.336709999999999898e-01,2.976200000000000026e-02,1.499999999999999944e-01
