X,Y,Z,W,R
0.430279,0.0938707,0.697175,0.502023,0.15
0.277447,0.528912,0.983487,0.770766,0.15
0.791877,0.870241,0.0707327,0.191439,0.15
0.908371,0.187291,0.475529,0.00126858,0.15
0.327469,0.982306,0.409502,0.768952,0.15
0.975529,0.370753,0.302955,0.320015,0.15
0.593486,0.458312,0.993368,0.698889,0.15
0.174819,0.97579,0.0442769,0.880504,0.15
0.405009,0.929388,0.422812,0.997085,0.15
0.118377,0.73462,0.106626,0.00225814,0.15
0.858956,0.900714,0.938675,0.880716,0.15
0.170413,0.333768,0.515431,0.806332,0.15
0.445427,0.0555436,0.971207,0.837777,0.15
0.171253,0.0191888,0.59523,0.58372,0.15
0.748092,0.475551,0.656233,0.557008,0.15
0.468705,0.731657,0.455825,0.980325,0.15
0.735049,0.737794,0.411372,0.704511,0.15
0.951554,0.27327,0.248619,0.810313,0.15
0.700246,0.734004,0.663333,0.392332,0.15
0.631922,0.689154,0.0460698,0.407704,0.15
0.946332,0.530729,0.00692602,0.0419882,0.15
0.804546,0.729417,0.424324,0.154454,0.15
0.679295,0.527154,0.444959,0.382138,0.15
0.0164128,0.218236,0.659103,0.336682,0.15
0.961242,0.987462,0.953139,0.583115,0.15
0.295642,0.364097,0.877064,0.548689,0.15
0.679103,0.147404,0.696584,0.00764152,0.15
0.0577265,0.0182896,0.402622,0.0573027,0.15
0.893738,0.158927,0.877223,0.946383,0.15
0.473304,0.211884,0.23023,0.900071,0.15
0.990379,0.689562,0.0201787,0.22946,0.15
0.294948,0.652854,0.827509,0.541016,0.15
0.123264,0.0460472,0.899544,0.4936,0.15
0.594004,0.0338938,0.21015,0.420104,0.15
0.519733,0.997585,0.469732,0.159757,0.15
0.291283,0.996138,0.00907988,0.291184,0.15
0.686327,0.990397,0.882931,0.675069,0.15
0.581376,0.164022,0.405432,0.0626309,0.15
0.692812,0.709281,0.807576,0.940526,0.15
0.466264,0.974735,0.661894,0.604359,0.15
0.453765,0.238225,0.339204,0.671913,0.15
0.291839,0.73929,0.557902,0.493495,0.15
0.318488,0.542977,0.12046,0.74381,0.15
0.592609,0.968466,0.222368,0.712914,0.15
0.370916,0.236503,0.661699,0.0970331,0.15
0.593473,0.41387,0.227552,0.478924,0.15
0.751668,0.131825,0.573248,0.611802,0.15
0.408987,0.747266,0.286295,0.659813,0.15
0.569423,0.12634,0.569493,0.821759,0.15
0.533071,0.921631,0.0906841,0.258903,0.15
0.469906,0.11908,0.971338,0.307183,0.15
0.264243,0.6662,0.867968,0.990483,0.15
0.04813,0.912654,0.554869,0.748126,0.15
0.0278397,0.0269358,0.885921,0.1675,0.15
0.929124,0.987023,0.21419,0.980556,0.15
0.00958402,0.245365,0.546798,0.605236,0.15
0.041631,0.357975,0.658351,0.00709985,0.15
0.0457102,0.724779,0.691602,0.609424,0.15
0.140815,0.657112,0.555361,0.0635428,0.15
0.963533,0.995692,0.671317,0.124251,0.15
0.00318129,0.606849,0.790887,0.97947,0.15
0.0445183,0.816011,0.113357,0.755444,0.15
0.559299,0.631567,0.726352,0.650429,0.15
0.48575,0.101119,0.997941,0.484852,0.15
0.287255,0.293905,0.904673,0.941369,0.15
0.635142,0.0971802,0.949748,0.0221859,0.15
0.250694,0.935851,0.869096,0.925119,0.15
0.0315573,0.751541,0.343226,0.199455,0.15
0.00638727,0.360483,0.101339,0.644673,0.15
0.595698,0.276798,0.6985,0.391709,0.15
0.823235,0.951521,0.573174,0.020309,0.15
0.0937804,0.978791,0.769486,0.579257,0.15
0.641625,0.355801,0.665743,0.100789,0.15
0.39718,0.816647,0.991272,0.754806,0.15
0.580652,0.534614,0.957781,0.259054,0.15
0.103548,0.128214,0.0525779,0.240224,0.15
0.986581,0.0178355,0.784217,0.976292,0.15
0.256941,0.0685008,0.16171,0.595651,0.15
0.0122578,0.104043,0.226752,0.707458,0.15
0.684897,0.288359,0.90893,0.582545,0.15
0.0269279,0.323261,0.988568,0.837221,0.15
0.423672,0.45375,0.479819,0.271763,0.15
0.351568,0.749474,0.989827,0.0854309,0.15
0.652625,0.44627,0.286431,0.75182,0.15
0.80136,0.0197778,0.407811,0.891287,0.15
0.00469204,0.587488,0.979966,0.178494,0.15
0.372013,0.0187196,0.0854544,0.0374283,0.15
0.722032,0.473721,0.887523,0.022711,0.15
0.234705,0.0879903,0.331617,0.28255,0.15
0.218992,0.436047,0.363282,0.0485373,0.15
0.0138021,0.683264,0.518332,0.990946,0.15
0.744954,0.286076,0.0106772,0.370108,0.15
0.814766,0.501852,0.253742,0.0154186,0.15
0.950563,0.710232,0.171568,0.607111,0.15
0.949925,0.0556843,0.250227,0.166745,0.15
0.176124,0.464953,0.163241,0.977586,0.15
0.306147,0.441793,0.733297,0.298723,0.15
0.942503,0.019915,0.914922,0.0182356,0.15
0.705741,0.996961,0.57092,0.450641,0.15
0.00303301,0.462804,0.652168,0.0870602,0.15
