X0,X1,X2,X3,R
5.235840000000000494e-01,2.140509999999999982e-02,5.331700000000000328e-01,2.488249999999999837e-02,1.499999999999999944e-01
7.443980000000000041e-01,3.726689999999999725e-01,3.756090000000000262e-01,7.597660000000000524e-01,1.499999999999999944e-01
5.459110000000000351e-01,9.488229999999999720e-01,3.565560000000000257e-02,6.150300000000000038e-03,1.499999999999999944e-01
3.053159999999999763e-01,4.187770000000000103e-01,4.034170000000000117e-02,8.951799999999999757e-01,1.499999999999999944e-01
8.175759999999999694e-01,6.796400000000000219e-01,6.850079999999999503e-01,2.368429999999999980e-01,1.499999999999999944e-01
8.142960000000000198e-01,2.547740000000000005e-01,3.355150000000000077e-01,3.670430000000000220e-02,1.499999999999999944e-01
3.289070000000000049e-01,3.486079999999999735e-01,6.388570000000000360e-02,6.021879999999999455e-01,1.499999999999999944e-01
4.023729999999999668e-02,6.773810000000000109e-01,3.948099999999999943e-01,8.116210000000000369e-01,1.499999999999999944e-01
9.745399999999999618e-01,3.517189999999999900e-02,7.444580000000000641e-02,2.612990000000000035e-01,1.499999999999999944e-01
8.834570000000000478e-01,5.607089999999999991e-02,9.555460000000000065e-01,1.792509999999999937e-02,1.499999999999999944e-01
7.092810000000000503e-01,3.285339999999999927e-01,9.171759999999999913e-01,7.974649999999999794e-01,1.499999999999999944e-01
8.332610000000000294e-01,8.007290000000000241e-01,9.816399999999999570e-01,4.622649999999999815e-01,1.499999999999999944e-01
3.091920000000000085e-02,7.714250000000000274e-01,9.961079999999999934e-01,4.562990000000000101e-01,1.499999999999999944e-01
9.612500000000000488e-01,4.592919999999999781e-01,8.544490000000000141e-01,3.067529999999999979e-01,1.499999999999999944e-01
7.492609999999999548e-01,1.522930000000000117e-01,8.914309999999999734e-01,5.415569999999999551e-01,1.499999999999999944e-01
1.388739999999999974e-01,6.441149999999999931e-01,6.779899999999999816e-01,2.454139999999999933e-01,1.499999999999999944e-01
5.331420000000000048e-01,4.293159999999999754e-01,7.498660000000000048e-02,1.927590000000000137e-01,1.499999999999999944e-01
8.064109999999999889e-01,1.590910000000000102e-01,8.437869999999999537e-01,2.472229999999999983e-01,1.499999999999999944e-01
1.604780000000000095e-01,7.672930000000000028e-01,3.159910000000000219e-01,1.831599999999999895e-01,1.499999999999999944e-01
8.050850000000000506e-01,6.141729999999999690e-01,2.328300000000000092e-01,5.179200000000000470e-01,1.499999999999999944e-01
2.182800000000000018e-01,6.297139999999999960e-01,2.626220000000000221e-01,6.386880000000000335e-01,1.499999999999999944e-01
7.099480000000000235e-01,7.591689999999999827e-01,4.734639999999999960e-01,4.779630000000000267e-01,1.499999999999999944e-01
1.796379999999999852e-02,3.489189999999999792e-01,8.152639999999999887e-01,2.221209999999999851e-02,1.499999999999999944e-01
2.894599999999999951e-02,2.622059999999999946e-01,8.559050000000000269e-01,4.947259999999999991e-01,1.499999999999999944e-01
6.911890000000000533e-01,9.997819999999999485e-01,3.368419999999999748e-01,9.129420000000000313e-01,1.499999999999999944e-01
4.492430000000000034e-01,1.437829999999999941e-01,7.584200000000000663e-02,8.725439999999999863e-01,1.499999999999999944e-01
5.877449999999999619e-01,6.892319999999999558e-01,5.528809999999999558e-01,9.658870000000000511e-01,1.499999999999999944e-01
9.615380000000000038e-01,2.012819999999999887e-02,9.487250000000000405e-01,4.130079999999999862e-01,1.499999999999999944e-01
7.930180000000000562e-02,4.182770000000000099e-01,4.750800000000000023e-01,9.464660000000000295e-01,1.499999999999999944e-01
9.140049999999999564e-01,3.261709999999999887e-01,3.286900000000000151e-03,2.056989999999999860e-02,1.499999999999999944e-01
1.800970000000000001e-02,8.193449999999999900e-01,2.284960000000000047e-01,1.004990000000000050e-01,1.499999999999999944e-01
9.454850000000000199e-01,9.438980000000000148e-01,7.254639999999999977e-01,8.806059999999999999e-01,1.499999999999999944e-01
