X,Y,Z,W,R
0.311075,0.0191155,0.708304,0.525441,0.15
0.427957,0.550199,0.948304,0.758226,0.15
0.867985,0.916458,0.145668,0.402504,0.15
0.112507,0.22971,0.585037,0.0981192,0.15
0.349966,0.922256,0.613284,0.787547,0.15
0.979607,0.356313,0.331126,0.381874,0.15
0.438791,0.385693,0.0918458,0.635327,0.15
0.106351,0.260608,0.947112,0.0757416,0.15
0.00916851,0.997416,0.31154,0.993651,0.15
0.0436531,0.744836,0.34261,0.0826635,0.15
0.981691,0.892395,0.249843,0.874765,0.15
0.388751,0.394165,0.681019,0.727917,0.15
0.349132,0.907103,0.998677,0.644779,0.15
0.0787009,0.909983,0.64385,0.600314,0.15
0.790962,0.403802,0.757985,0.667034,0.15
0.4417,0.846918,0.514165,0.0266469,0.15
0.738892,0.851555,0.548377,0.682906,0.15
0.865291,0.266984,0.19933,0.734398,0.15
0.559807,0.648937,0.717595,0.372861,0.15
0.627777,0.7036,0.148224,0.504104,0.15
0.990385,0.573236,0.0736527,0.770458,0.15
0.735899,0.871771,0.300117,0.214825,0.15
0.882381,0.561014,0.537021,0.253123,0.15
0.0094513,0.348902,0.740905,0.274299,0.15
0.023863,0.983113,0.170958,0.557253,0.15
0.336298,0.25904,0.919124,0.633772,0.15
0.728489,0.337061,0.0525326,0.00948643,0.15
0.330515,0.051126,0.714862,0.00484725,0.15
0.840798,0.0595066,0.29649,0.964697,0.15
0.687593,0.081679,0.202071,0.0755267,0.15
0.958191,0.79141,0.982664,0.0610212,0.15
0.235731,0.74918,0.0435188,0.438039,0.15
0.667793,0.00745291,0.875645,0.381707,0.15
0.66374,0.991987,0.356946,0.489087,0.15
0.461605,0.947085,0.430113,0.250115,0.15
0.271149,0.0082004,0.99907,0.515115,0.15
0.882534,0.00175559,0.790486,0.716081,0.15
0.498732,0.203142,0.549166,0.0733775,0.15
0.562234,0.845093,0.123905,0.787693,0.15
0.843392,0.00451488,0.159064,0.705209,0.15
0.471218,0.395288,0.37971,0.654019,0.15
0.298802,0.673081,0.600478,0.495289,0.15
0.18399,0.437706,0.278909,0.616745,0.15
0.537114,0.989794,0.408509,0.913154,0.15
0.33541,0.452481,0.873645,0.986607,0.15
0.594536,0.385526,0.238204,0.412369,0.15
0.749018,0.148274,0.614693,0.567761,0.15
0.394912,0.694783,0.389036,0.66087,0.15
0.278671,0.00457899,0.818654,0.831354,0.15
0.440085,0.935316,0.153784,0.427563,0.15
0.651055,0.946927,0.117919,0.111355,0.15
0.257452,0.506841,0.965456,0.00843082,0.15
0.0775169,0.562443,0.512585,0.88636,0.15
0.339121,0.888829,0.924626,0.0128181,0.15
0.138542,0.0383717,0.164076,0.815719,0.15
0.950188,0.378111,0.599701,0.441988,0.15
0.986556,0.300948,0.741134,0.940791,0.15
0.0688944,0.491765,0.0101002,0.686788,0.15
0.136367,0.652775,0.794624,0.13492,0.15
0.781294,0.0815664,0.868222,0.0482493,0.15
0.909157,0.546537,0.88057,0.954612,0.15
0.0283846,0.931069,0.449661,0.686943,0.15
0.582756,0.745411,0.904001,0.700608,0.15
0.582978,0.154169,0.0514225,0.358057,0.15
0.30276,0.21656,0.0323227,0.876022,0.15
0.792045,0.902671,0.999452,0.178837,0.15
0.255448,0.883033,0.0102175,0.979171,0.15
0.98984,0.791422,0.464631,0.420045,0.15
0.993994,0.583778,0.266984,0.542858,0.15
0.672922,0.337314,0.584449,0.369656,0.15
0.75001,0.923719,0.643177,0.928265,0.15
0.216197,0.0196358,0.971383,0.807994,0.15
0.623398,0.52999,0.564798,0.0335088,0.15
0.251997,0.679921,0.037857,0.768323,0.15
0.544621,0.506328,0.989287,0.341304,0.15
0.352897,0.129504,0.00153802,0.0857714,0.15
0.0391112,0.968534,0.538007,0.0757034,0.15
0.420554,0.127094,0.33371,0.465362,0.15
0.00291434,0.376323,0.484238,0.654894,0.15
0.620345,0.201198,0.929697,0.771413,0.15
0.96425,0.706833,0.693137,0.686469,0.15
0.427827,0.508794,0.457079,0.317599,0.15
0.162038,0.780612,0.989756,0.320776,0.15
0.71767,0.605924,0.385626,0.736859,0.15
0.623211,0.964286,0.442363,0.0318792,0.15
0.0270112,0.685559,0.185675,0.313682,0.15
0.411416,0.754647,0.250827,0.959717,0.15
0.856386,0.422493,0.092399,0.976614,0.15
0.148633,0.185779,0.343911,0.24001,0.15
0.225617,0.489551,0.395844,0.0940082,0.15
0.956677,0.803046,0.757703,0.0151665,0.15
0.882789,0.491404,0.997694,0.273935,0.15
0.815028,0.462159,0.341373,0.00603914,0.15
0.00842488,0.780936,0.910328,0.518072,0.15
0.848103,0.207214,0.3832,0.102645,0.15
0.13643,0.284135,0.152294,0.0311597,0.15
0.266315,0.459048,0.00143423,0.366432,0.15
0.0352943,0.0233258,0.29342,0.00262078,0.15
0.616889,0.0530163,0.726031,0.343475,0.15
0.839463,0.252422,0.643665,0.082572,0.15
