X0,X1,X2,X3,R
4.765039999999999831e-01,8.613439999999999985e-01,4.418540000000000245e-01,3.704979999999999940e-01,1.499999999999999944e-01
8.774579999999999602e-01,5.154999999999999583e-01,8.498160000000000158e-01,8.099739999999999718e-01,1.499999999999999944e-01
2.511620000000000172e-02,7.323319999999999830e-01,8.775079999999999547e-01,1.541350000000000012e-02,1.499999999999999944e-01
8.300939999999999985e-01,2.517039999999999833e-01,4.172409999999999730e-01,7.307219999999999827e-01,1.499999999999999944e-01
1.385170000000000012e-01,8.023729999999999751e-02,7.625300000000000411e-01,1.410860000000000065e-02,1.499999999999999944e-01
3.911049999999999943e-02,3.862709999999999755e-01,2.539000000000000146e-01,4.223219999999999752e-01,1.499999999999999944e-01
6.302170000000000272e-01,8.008070000000000466e-01,9.884990000000000165e-01,9.000050000000000550e-01,1.499999999999999944e-01
4.111790000000000167e-01,1.365790000000000060e-02,7.023289999999999811e-01,7.458409999999999762e-01,1.499999999999999944e-01
7.853719999999999590e-01,9.338250000000000162e-01,3.753369999999999762e-01,7.493739999999999846e-01,1.499999999999999944e-01
2.350549999999999862e-01,8.148360000000000047e-01,6.846160000000000023e-01,9.971609999999999641e-01,1.499999999999999944e-01
5.645869999999999500e-01,7.872580000000000133e-01,5.537670000000000092e-01,5.665689999999999893e-01,1.499999999999999944e-01
2.759940000000000171e-01,5.574099999999999611e-01,2.439659999999999884e-01,6.585209999999999675e-02,1.499999999999999944e-01
2.239389999999999992e-01,2.819999999999999937e-02,2.335629999999999998e-03,9.283190000000000053e-01,1.499999999999999944e-01
9.631140000000000256e-01,8.704020000000000090e-01,4.806190000000000184e-01,4.936229999999999785e-01,1.499999999999999944e-01
9.856470000000000509e-01,3.317609999999999726e-01,4.602800000000000225e-01,4.296099999999999919e-01,1.499999999999999944e-01
4.305629999999999735e-01,1.545910000000000062e-01,3.285210000000000075e-01,2.028220000000000023e-02,1.499999999999999944e-01
6.899819999999999842e-01,6.096859999999999502e-01,2.711390000000000189e-01,7.307259999999999867e-01,1.499999999999999944e-01
9.166579999999999728e-01,1.931019999999999959e-01,9.576259999999999772e-01,8.522920000000000496e-01,1.499999999999999944e-01
6.867539999999999756e-01,7.254410000000000025e-01,5.124279999999999946e-01,3.007619999999999738e-01,1.499999999999999944e-01
7.221450000000000369e-01,7.252979999999999983e-01,8.949259999999999993e-01,3.990500000000000158e-01,1.499999999999999944e-01
8.415049999999999475e-01,3.519120000000000026e-01,8.962949999999999529e-01,3.721809999999999841e-01,1.499999999999999944e-01
9.666360000000000507e-01,5.959020000000000428e-01,3.924790000000000223e-01,1.574160000000000004e-01,1.499999999999999944e-01
5.664109999999999978e-01,6.358179999999999943e-01,2.900820000000000065e-01,4.399319999999999897e-01,1.499999999999999944e-01
9.555890000000000217e-01,2.497149999999999925e-01,4.184399999999999786e-01,1.530789999999999929e-01,1.499999999999999944e-01
1.704640000000000044e-01,1.543340000000000033e-03,6.927050000000000152e-01,5.165009999999999879e-01,1.499999999999999944e-01
1.730550000000000144e-02,4.139090000000000269e-01,7.303650000000000420e-01,4.533630000000000160e-01,1.499999999999999944e-01
7.956820000000000004e-01,7.323269999999999502e-01,5.269789999999999752e-01,3.087439999999999976e-02,1.499999999999999944e-01
6.741589999999999527e-01,9.806420000000000137e-01,9.852689999999999504e-01,2.175179999999999891e-01,1.499999999999999944e-01
2.367939999999999975e-02,6.331409999999999538e-01,4.367480000000000251e-01,6.466899999999999871e-01,1.499999999999999944e-01
1.636630000000000029e-01,3.725649999999999795e-01,9.510210000000000052e-01,2.380260000000000015e-02,1.499999999999999944e-01
3.077719999999999900e-01,8.734920000000000462e-01,4.521150000000000169e-02,9.431199999999999584e-01,1.499999999999999944e-01
2.661149999999999904e-01,7.799509999999999499e-01,5.754850000000000243e-01,5.344889999999999919e-01,1.499999999999999944e-01
6.200980000000000381e-01,3.793980000000000130e-01,6.892949999999999910e-01,7.851129999999999498e-01,1.499999999999999944e-01
4.356909999999999950e-01,5.033170000000000005e-02,9.910600000000000520e-01,5.243579999999999908e-01,1.499999999999999944e-01
5.117169999999999774e-01,9.982159999999999922e-01,2.621780000000000221e-01,8.558409999999999629e-01,1.499999999999999944e-01
6.780479999999999841e-02,9.762610000000000454e-01,7.102939999999999809e-01,2.939570000000000238e-01,1.499999999999999944e-01
8.130330000000000057e-01,9.962360000000000104e-01,5.196859999999999813e-01,4.056429999999999758e-01,1.499999999999999944e-01
6.841329999999999911e-01,2.685049999999999937e-01,3.516509999999999775e-02,2.174250000000000141e-02,1.499999999999999944e-01
6.574140000000000539e-01,5.007279999999999509e-01,3.885390000000000232e-01,6.791750000000000044e-03,1.499999999999999944e-01
8.953510000000000080e-01,1.205159999999999981e-01,8.814570000000000460e-01,4.978639999999999732e-01,1.499999999999999944e-01
5.819419999999999593e-01,1.781540000000000068e-01,3.173909999999999787e-01,3.027819999999999956e-01,1.499999999999999944e-01
2.675120000000000275e-01,5.435050000000000159e-01,2.059979999999999867e-01,3.435940000000000105e-01,1.499999999999999944e-01
8.695479999999999876e-01,4.588400000000000256e-01,1.456720000000000063e-02,4.659980000000000233e-01,1.499999999999999944e-01
7.720069999999999988e-01,9.982569999999999499e-01,4.324789999999999884e-02,4.542249999999999899e-01,1.499999999999999944e-01
3.260419999999999985e-01,9.748620000000000063e-01,4.972940000000000138e-01,1.883879999999999999e-01,1.499999999999999944e-01
3.972120000000000095e-01,3.633500000000000063e-01,9.861769999999999703e-01,4.788220000000000254e-01,1.499999999999999944e-01
5.739079999999999737e-01,3.380630000000000024e-01,4.772669999999999968e-01,5.651899999999999702e-01,1.499999999999999944e-01
5.530720000000000081e-01,8.497500000000000053e-01,1.048179999999999945e-01,6.062009999999999899e-01,1.499999999999999944e-01
3.678330000000000211e-01,2.747370000000000090e-01,3.464749999999999774e-01,7.039879999999999471e-01,1.499999999999999944e-01
7.250330000000000386e-01,8.388409999999999478e-01,2.712720000000000131e-01,2.935380000000000211e-01,1.499999999999999944e-01
2.124709999999999932e-01,2.295049999999999868e-01,6.091689999999999605e-01,3.099580000000000113e-01,1.499999999999999944e-01
3.909030000000000005e-01,7.385869999999999935e-01,4.534569999999999990e-01,4.448180000000000189e-02,1.499999999999999944e-01
8.841229999999999922e-01,2.861250000000000182e-01,1.981829999999999981e-01,5.184229999999999672e-01,1.499999999999999944e-01
5.086340000000000305e-01,6.427510000000000168e-02,5.430629999999999624e-01,4.550089999999999968e-01,1.499999999999999944e-01
8.115019999999999456e-01,6.890290000000000303e-02,2.850219999999999976e-01,9.536329999999999529e-01,1.499999999999999944e-01
1.237079999999999985e-01,2.194119999999999959e-01,2.884499999999999842e-01,6.126380000000000159e-01,1.499999999999999944e-01
2.182360000000000133e-01,8.283609999999999585e-02,6.973430000000000462e-01,9.328800000000000425e-01,1.499999999999999944e-01
9.163219999999999699e-01,7.961230000000000251e-01,9.682779999999999720e-01,3.499829999999999885e-01,1.499999999999999944e-01
5.571660000000000501e-01,7.197860000000000369e-01,2.140469999999999873e-01,5.810239999999999849e-02,1.499999999999999944e-01
