X0,X1,X2,X3,R
4.874769999999999937e-01,1.442970000000000017e-02,6.478990000000000027e-01,5.023069999999999480e-01,1.499999999999999944e-01
1.192290000000000016e-01,5.941650000000000542e-01,9.345489999999999631e-01,7.898370000000000113e-01,1.499999999999999944e-01
7.958760000000000279e-01,8.042500000000000204e-01,9.411829999999999918e-01,9.924809999999999466e-01,1.499999999999999944e-01
7.947180000000000355e-01,2.453220000000000123e-01,4.663340000000000263e-01,9.106319999999999970e-01,1.499999999999999944e-01
2.994640000000000080e-01,2.104510000000000061e-02,2.000159999999999993e-01,8.057520000000000238e-01,1.499999999999999944e-01
1.520990000000000059e-03,4.047529999999999739e-01,3.119339999999999891e-01,3.337160000000000126e-01,1.499999999999999944e-01
6.064469999999999583e-01,6.431160000000000210e-01,9.994469999999999743e-01,7.875450000000000506e-01,1.499999999999999944e-01
2.954149999999999832e-01,3.500159999999999990e-03,3.549539999999999917e-01,7.549940000000000540e-01,1.499999999999999944e-01
6.023600000000000065e-01,9.228300000000000392e-01,3.409039999999999848e-01,9.242280000000000495e-01,1.499999999999999944e-01
2.143170000000000075e-01,8.075780000000000181e-01,9.427020000000000399e-01,9.774720000000000075e-01,1.499999999999999944e-01
7.319809999999999928e-01,8.199739999999999807e-01,8.524800000000000155e-01,8.464810000000000390e-01,1.499999999999999944e-01
1.337059999999999915e-01,3.696010000000000129e-01,3.866800000000000237e-01,9.017889999999999517e-01,1.499999999999999944e-01
3.736140000000000017e-01,9.914589999999999792e-01,9.778710000000000457e-01,9.893809999999999549e-01,1.499999999999999944e-01
1.950939999999999896e-01,9.822880000000000500e-01,4.925329999999999986e-01,5.765569999999999862e-01,1.499999999999999944e-01
8.524739999999999540e-01,4.562050000000000272e-01,5.889130000000000198e-01,5.137150000000000327e-01,1.499999999999999944e-01
5.657510000000000039e-01,4.675860000000000016e-01,4.336019999999999874e-01,9.470730000000000537e-01,1.499999999999999944e-01
6.899119999999999697e-01,6.547300000000000342e-01,3.670189999999999841e-01,7.234730000000000327e-01,1.499999999999999944e-01
9.918409999999999727e-01,2.523889999999999745e-01,2.177939999999999876e-01,8.181300000000000239e-01,1.499999999999999944e-01
7.879389999999999450e-01,7.243190000000000461e-01,6.578800000000000203e-01,4.004110000000000169e-01,1.499999999999999944e-01
6.697100000000000275e-01,7.061859999999999804e-01,9.908010000000000428e-01,4.041879999999999917e-01,1.499999999999999944e-01
9.004579999999999806e-01,3.999530000000000030e-01,9.774690000000000323e-01,2.094280000000000030e-01,1.499999999999999944e-01
8.961289999999999534e-01,6.387519999999999865e-01,4.533940000000000192e-01,1.826849999999999863e-01,1.499999999999999944e-01
6.072140000000000315e-01,5.761540000000000550e-01,3.936250000000000027e-01,4.019090000000000162e-01,1.499999999999999944e-01
3.841900000000000089e-03,2.062599999999999989e-01,5.809309999999999752e-01,3.032750000000000168e-01,1.499999999999999944e-01
8.779510000000000369e-01,9.959360000000000435e-01,8.688010000000000455e-01,5.341270000000000184e-01,1.499999999999999944e-01
1.806919999999999915e-01,3.968369999999999953e-01,8.209640000000000271e-01,5.089939999999999465e-01,1.499999999999999944e-01
6.801300000000000123e-01,8.896100000000000119e-01,5.002269999999999772e-01,3.958010000000000000e-02,1.499999999999999944e-01
8.433629999999999738e-01,6.755609999999999393e-02,1.949879999999999947e-01,1.656449999999999867e-01,1.499999999999999944e-01
1.000979999999999925e-02,3.941709999999999936e-01,5.977179999999999715e-01,8.548810000000000020e-01,1.499999999999999944e-01
2.913459999999999939e-01,3.057549999999999990e-01,1.782360000000000055e-01,9.107929999999999637e-01,1.499999999999999944e-01
6.890960000000000141e-02,7.248240000000000238e-01,1.163369999999999960e-01,5.482179999999999831e-01,1.499999999999999944e-01
2.774840000000000084e-01,7.013310000000000377e-01,7.276559999999999695e-01,5.385520000000000307e-01,1.499999999999999944e-01
3.151370000000000005e-01,1.175619999999999998e-01,8.857239999999999558e-01,6.333290000000000308e-01,1.499999999999999944e-01
6.029640000000000555e-01,3.541450000000000153e-02,1.286700000000000066e-01,4.137190000000000034e-01,1.499999999999999944e-01
4.610719999999999819e-01,9.847399999999999487e-01,4.042120000000000157e-01,1.155759999999999982e-01,1.499999999999999944e-01
2.941690000000000138e-01,9.981480000000000352e-01,3.790600000000000219e-02,2.154600000000000126e-01,1.499999999999999944e-01
6.804670000000000440e-01,9.989160000000000261e-01,8.568959999999999910e-01,5.632260000000000044e-01,1.499999999999999944e-01
6.490590000000000526e-01,2.120440000000000103e-01,2.330129999999999979e-01,4.913640000000000368e-03,1.499999999999999944e-01
6.921220000000000150e-01,6.070109999999999673e-01,5.485069999999999668e-01,1.699639999999999831e-02,1.499999999999999944e-01
1.968300000000000050e-01,3.453259999999999663e-02,3.078710000000000058e-01,5.253949999999999454e-01,1.499999999999999944e-01
4.637749999999999928e-01,1.893960000000000088e-01,3.527950000000000252e-01,4.791349999999999776e-01,1.499999999999999944e-01
2.936500000000000221e-01,7.017590000000000217e-01,4.249669999999999837e-01,4.193529999999999758e-01,1.499999999999999944e-01
5.484019999999999451e-01,5.697179999999999467e-01,6.905580000000000052e-02,7.302849999999999620e-01,1.499999999999999944e-01
6.442949999999999511e-01,9.861750000000000238e-01,3.443000000000000227e-02,5.810220000000000384e-01,1.499999999999999944e-01
3.751329999999999942e-01,1.012569999999999998e-01,5.126540000000000541e-01,1.831119999999999970e-01,1.499999999999999944e-01
5.047369999999999912e-01,3.954500000000000237e-01,1.389269999999999949e-01,5.125800000000000356e-01,1.499999999999999944e-01
7.242699999999999694e-01,1.978850000000000053e-01,5.499239999999999684e-01,6.083060000000000134e-01,1.499999999999999944e-01
4.474079999999999724e-01,8.005640000000000533e-01,2.228140000000000120e-01,6.142840000000000522e-01,1.499999999999999944e-01
4.890419999999999767e-01,2.002099999999999991e-01,4.800269999999999815e-01,7.919669999999999765e-01,1.499999999999999944e-01
6.096559999999999757e-01,9.167260000000000408e-01,1.136280000000000068e-01,2.251009999999999955e-01,1.499999999999999944e-01
3.257320000000000215e-01,2.139560000000000073e-01,7.664959999999999551e-01,2.085930000000000006e-01,1.499999999999999944e-01
3.328709999999999725e-01,6.740180000000000060e-01,7.136209999999999498e-01,1.851770000000000152e-02,1.499999999999999944e-01
9.648660000000000014e-01,1.103719999999999979e-01,4.072799999999999754e-01,6.448249999999999815e-01,1.499999999999999944e-01
8.002240000000000464e-01,5.732580000000000314e-02,7.690420000000000034e-01,3.005209999999999826e-01,1.499999999999999944e-01
8.167119999999999935e-01,9.543249999999999789e-01,2.948029999999999817e-01,3.025100000000000011e-02,1.499999999999999944e-01
3.966789999999999899e-02,2.373319999999999874e-01,4.655219999999999914e-01,6.512740000000000196e-01,1.499999999999999944e-01
9.633099999999999996e-02,1.967550000000000132e-01,6.409989999999999855e-01,1.495220000000000056e-02,1.499999999999999944e-01
9.696289999999999631e-01,7.306890000000000329e-01,4.184350000000000014e-01,4.320990000000000109e-01,1.499999999999999944e-01
3.522520000000000095e-01,7.049870000000000303e-01,4.300720000000000098e-01,7.193769999999999332e-02,1.499999999999999944e-01
2.074449999999999905e-01,9.584449999999999914e-01,4.214849999999999985e-01,2.929910000000000014e-01,1.499999999999999944e-01
9.956760000000000055e-01,6.391160000000000174e-01,6.929250000000000131e-01,9.248910000000000187e-01,1.499999999999999944e-01
9.552300000000000235e-01,7.022270000000000456e-01,8.739339999999999886e-01,6.228050000000000530e-01,1.499999999999999944e-01
5.472160000000000357e-01,6.241919999999999691e-01,5.952229999999999466e-01,7.007390000000000008e-01,1.499999999999999944e-01
4.965530000000000221e-01,4.962579999999999769e-02,4.627490000000000075e-02,7.442959999999999576e-01,1.499999999999999944e-01
3.423459999999999837e-01,3.815529999999999755e-01,7.998180000000000289e-01,6.679929999999999722e-03,1.499999999999999944e-01
6.255119999999999569e-01,3.585340000000000193e-01,8.967319999999999736e-01,1.768029999999999949e-02,1.499999999999999944e-01
3.375509999999999899e-01,5.648150000000000219e-03,6.525469999999999882e-01,9.080179999999999918e-01,1.499999999999999944e-01
3.736099999999999838e-02,7.711620000000000141e-01,2.170259999999999967e-01,1.228469999999999979e-01,1.499999999999999944e-01
9.966530000000000111e-01,1.896799999999999875e-01,2.037790000000000087e-02,6.243980000000000086e-01,1.499999999999999944e-01
5.897029999999999772e-01,3.078460000000000085e-01,7.248430000000000151e-01,3.820049999999999835e-01,1.499999999999999944e-01
7.280520000000000325e-01,5.446399999999999679e-03,5.406900000000000039e-01,9.960539999999999949e-01,1.499999999999999944e-01
5.499389999999999834e-02,9.650459999999999594e-01,7.164129999999999665e-01,3.751459999999999795e-01,1.499999999999999944e-01
6.342109999999999692e-01,3.376449999999999729e-01,6.109900000000000331e-01,9.445009999999999517e-02,1.499999999999999944e-01
4.462019999999999875e-01,8.787770000000000303e-01,9.612559999999999993e-01,7.707140000000000102e-01,1.499999999999999944e-01
5.338230000000000475e-01,5.190209999999999546e-01,9.033440000000000358e-01,2.302579999999999905e-01,1.499999999999999944e-01
9.395970000000000155e-01,1.198440000000000061e-01,3.162159999999999971e-02,3.599089999999999789e-01,1.499999999999999944e-01
9.954730000000000523e-01,9.668480000000000407e-01,6.529089999999999616e-01,5.913809999999999900e-02,1.499999999999999944e-01
2.054420000000000135e-01,9.628859999999999503e-03,9.870210000000000372e-01,6.382269999999999888e-01,1.499999999999999944e-01
9.519189999999999596e-01,9.023020000000000485e-01,4.956420000000000227e-04,7.543659999999999810e-01,1.499999999999999944e-01
7.984700000000000131e-01,2.761930000000000218e-01,8.193679999999999852e-01,6.097909999999999719e-01,1.499999999999999944e-01
8.995189999999999575e-01,7.080130000000000035e-01,6.299449999999999494e-02,9.603129999999999722e-01,1.499999999999999944e-01
