X0,X1,X2,X3,R
3.763070000000000026e-01,8.190649999999999320e-02,7.029060000000000308e-01,5.222879999999999745e-01,1.499999999999999944e-01
3.025680000000000036e-01,5.055380000000000429e-01,9.614899999999999558e-01,7.561059999999999448e-01,1.499999999999999944e-01
8.054580000000000073e-01,8.721510000000000096e-01,8.460080000000000378e-02,2.439359999999999862e-01,1.499999999999999944e-01
9.526270000000000016e-01,2.060790000000000122e-01,4.895579999999999932e-01,4.888610000000000178e-02,1.499999999999999944e-01
3.251350000000000073e-01,9.538870000000000404e-01,4.488309999999999800e-01,7.820030000000000037e-01,1.499999999999999944e-01
9.677310000000000079e-01,3.605519999999999836e-01,2.983109999999999928e-01,3.159040000000000181e-01,1.499999999999999944e-01
5.724770000000000136e-01,4.252870000000000261e-01,8.113449999999999482e-03,6.741260000000000030e-01,1.499999999999999944e-01
1.509040000000000104e-01,1.480360000000000009e-02,9.512059999999999960e-01,9.309009999999999785e-01,1.499999999999999944e-01
3.001190000000000246e-01,9.498240000000000016e-01,4.183569999999999789e-01,1.440939999999999929e-03,1.499999999999999944e-01
9.413520000000000221e-02,7.181790000000000118e-01,1.522119999999999862e-01,4.510569999999999857e-02,1.499999999999999944e-01
8.714880000000000404e-01,8.978140000000000009e-01,9.962259999999999449e-01,8.692950000000000399e-01,1.499999999999999944e-01
2.149929999999999897e-01,3.460449999999999915e-01,5.492799999999999905e-01,7.898589999999999778e-01,1.499999999999999944e-01
4.221659999999999857e-01,4.273149999999999865e-02,9.766380000000000061e-01,7.651449999999999640e-01,1.499999999999999944e-01
1.877630000000000132e-01,8.298559999999999964e-03,6.224579999999999558e-01,5.888980000000000325e-01,1.499999999999999944e-01
7.408299999999999885e-01,4.595429999999999793e-01,6.874390000000000223e-01,5.792209999999999859e-01,1.499999999999999944e-01
4.566549999999999776e-01,7.689139999999999864e-01,4.681629999999999958e-01,9.869940000000000380e-01,1.499999999999999944e-01
7.304640000000000022e-01,7.630919999999999925e-01,4.364060000000000161e-01,7.036470000000000224e-01,1.499999999999999944e-01
9.286830000000000362e-01,2.785290000000000266e-01,2.422799999999999954e-01,8.047840000000000549e-01,1.499999999999999944e-01
6.700430000000000552e-01,7.306859999999999467e-01,6.683550000000000324e-01,3.873849999999999794e-01,1.499999999999999944e-01
6.220120000000000093e-01,6.804750000000000520e-01,5.990790000000000004e-02,4.110579999999999790e-01,1.499999999999999944e-01
9.701450000000000351e-01,5.550399999999999778e-01,9.969980000000000508e-01,9.712659999999999627e-01,1.499999999999999944e-01
7.884830000000000449e-01,7.682139999999999525e-01,4.099010000000000153e-01,1.626289999999999958e-01,1.499999999999999944e-01
7.121210000000000040e-01,5.280350000000000321e-01,4.480330000000000146e-01,3.632040000000000268e-01,1.499999999999999944e-01
9.894679999999999448e-03,2.474059999999999870e-01,6.704769999999999897e-01,3.263010000000000077e-01,1.499999999999999944e-01
9.874199999999999644e-01,9.850410000000000554e-01,9.785369999999999902e-01,5.971990000000000354e-01,1.499999999999999944e-01
3.288320000000000132e-01,3.237539999999999862e-01,8.977279999999999704e-01,5.605329999999999480e-01,1.499999999999999944e-01
6.991659999999999542e-01,1.962939999999999963e-01,7.830570000000000030e-01,9.913539999999999575e-01,1.499999999999999944e-01
1.204329999999999984e-01,2.252909999999999895e-03,4.668889999999999985e-01,2.113960000000000145e-02,1.499999999999999944e-01
8.347609999999999753e-01,1.333149999999999891e-01,9.925150000000000361e-01,9.558229999999999782e-01,1.499999999999999944e-01
5.419490000000000141e-01,1.756070000000000131e-01,2.183579999999999965e-01,9.318699999999999761e-01,1.499999999999999944e-01
9.765939999999999621e-01,6.906320000000000237e-01,9.880780000000000118e-01,1.571430000000000049e-01,1.499999999999999944e-01
3.038680000000000270e-01,6.638049999999999784e-01,8.625049999999999661e-01,5.449600000000000000e-01,1.499999999999999944e-01
5.471379999999999993e-02,3.362890000000000323e-02,9.068340000000000289e-01,4.523619999999999863e-01,1.499999999999999944e-01
5.990450000000000497e-01,2.915620000000000017e-02,2.476029999999999898e-01,4.165269999999999806e-01,1.499999999999999944e-01
5.513719999999999732e-01,9.933619999999999672e-01,4.917329999999999757e-01,2.292980000000000018e-01,1.499999999999999944e-01
2.481879999999999920e-01,2.227849999999999969e-03,9.861839999999999495e-01,3.286060000000000092e-01,1.499999999999999944e-01
7.304720000000000102e-01,9.974720000000000253e-01,8.626030000000000086e-01,6.897919999999999607e-01,1.499999999999999944e-01
5.625729999999999897e-01,1.676870000000000027e-01,4.413279999999999981e-01,6.976590000000000569e-02,1.499999999999999944e-01
6.726689999999999614e-01,7.446129999999999693e-01,8.829240000000000421e-01,9.079409999999999981e-01,1.499999999999999944e-01
5.784620000000000317e-01,9.818559999999999510e-01,7.802860000000000351e-01,6.316049999999999720e-01,1.499999999999999944e-01
4.596600000000000130e-01,2.790349999999999775e-01,3.458720000000000128e-01,6.829539999999999500e-01,1.499999999999999944e-01
2.937109999999999999e-01,7.242490000000000316e-01,5.715789999999999482e-01,4.950209999999999888e-01,1.499999999999999944e-01
2.913589999999999791e-01,5.273149999999999782e-01,1.533609999999999973e-01,7.383349999999999635e-01,1.499999999999999944e-01
5.771290000000000031e-01,9.631899999999999906e-01,2.768129999999999757e-01,7.525199999999999667e-01,1.499999999999999944e-01
3.618219999999999770e-01,2.884950000000000014e-01,7.156580000000000163e-01,7.068639999999999646e-02,1.499999999999999944e-01
6.180579999999999963e-01,4.191110000000000113e-01,2.321769999999999945e-01,4.527789999999999870e-01,1.499999999999999944e-01
7.375040000000000484e-01,1.362160000000000037e-01,5.848929999999999962e-01,6.275859999999999772e-01,1.499999999999999944e-01
4.014059999999999850e-01,7.447359999999999536e-01,3.144049999999999900e-01,6.674369999999999470e-01,1.499999999999999944e-01
5.819360000000000088e-01,9.816149999999999876e-02,5.892899999999999805e-01,8.313639999999999919e-01,1.499999999999999944e-01
5.176290000000000058e-01,9.212219999999999853e-01,1.010800000000000032e-01,2.805000000000000271e-01,1.499999999999999944e-01
5.131959999999999855e-01,8.700140000000000651e-02,2.434160000000000143e-02,2.914300000000000224e-01,1.499999999999999944e-01
2.396919999999999884e-01,6.297139999999999960e-01,8.938169999999999726e-01,9.904009999999999758e-01,1.499999999999999944e-01
6.700449999999999462e-02,8.604009999999999714e-01,5.593829999999999636e-01,8.158640000000000336e-01,1.499999999999999944e-01
1.077150000000000052e-01,1.858380000000000101e-02,9.115670000000000162e-01,1.519199999999999995e-01,1.499999999999999944e-01
9.741630000000000011e-01,1.599890000000000079e-03,1.814949999999999897e-01,9.402580000000000382e-01,1.499999999999999944e-01
9.896000000000000352e-01,2.658490000000000020e-01,5.668830000000000258e-01,5.659389999999999699e-01,1.499999999999999944e-01
3.164480000000000071e-02,3.518979999999999886e-01,6.787250000000000227e-01,9.890290000000000470e-01,1.499999999999999944e-01
5.047100000000000197e-02,6.863730000000000109e-01,7.834809999999999830e-01,6.585590000000000055e-01,1.499999999999999944e-01
1.176480000000000026e-01,6.563379999999999770e-01,5.784139999999999837e-01,6.497709999999999597e-02,1.499999999999999944e-01
9.220970000000000555e-01,1.428869999999999967e-02,7.490679999999999561e-01,9.968879999999999408e-02,1.499999999999999944e-01
3.028050000000000012e-03,6.111820000000000030e-01,8.271309999999999496e-01,9.973950000000000315e-01,1.499999999999999944e-01
4.377169999999999672e-02,8.445829999999999727e-01,1.846440000000000026e-01,7.417059999999999764e-01,1.499999999999999944e-01
5.441989999999999883e-01,6.468129999999999713e-01,7.728040000000000465e-01,6.417869999999999964e-01,1.499999999999999944e-01
4.784010000000000207e-01,1.276809999999999889e-01,9.939400000000000457e-01,4.723840000000000261e-01,1.499999999999999944e-01
2.700020000000000198e-01,2.754469999999999974e-01,9.307119999999999838e-01,9.181850000000000289e-01,1.499999999999999944e-01
6.844249999999999501e-01,5.140159999999999868e-02,9.576080000000000148e-01,5.249840000000000062e-02,1.499999999999999944e-01
2.302530000000000132e-01,9.381880000000000219e-01,9.162040000000000184e-01,9.304839999999999778e-01,1.499999999999999944e-01
2.330590000000000092e-02,7.530010000000000314e-01,3.756309999999999927e-01,2.296680000000000110e-01,1.499999999999999944e-01
4.176069999999999609e-03,4.136290000000000244e-01,1.332150000000000001e-01,6.200919999999999765e-01,1.499999999999999944e-01
6.138299999999999867e-01,2.982940000000000036e-01,6.752280000000000504e-01,3.768119999999999803e-01,1.499999999999999944e-01
