X,Y,Z,W,R
0.515299,0.0390294,0.537063,0.0200244,0.15
0.751801,0.380962,0.396217,0.749684,0.15
0.554697,0.93707,0.0492359,0.992042,0.15
0.308869,0.418732,0.0572482,0.890232,0.15
0.833229,0.671046,0.692067,0.21873,0.15
0.818622,0.273641,0.363567,0.0257756,0.15
0.33103,0.354248,0.0568819,0.594249,0.15
0.0400763,0.68434,0.396683,0.79352,0.15
0.970789,0.0335655,0.0605857,0.263527,0.15
0.88618,0.0738428,0.967971,0.00809154,0.15
0.717294,0.326011,0.918641,0.790557,0.15
0.829401,0.794936,0.985513,0.457749,0.15
0.02682,0.766112,0.997729,0.439713,0.15
0.955167,0.456073,0.85151,0.304902,0.15
0.749475,0.151051,0.891315,0.533276,0.15
0.141345,0.63855,0.682934,0.24903,0.15
0.536257,0.443538,0.0754914,0.197039,0.15
0.811589,0.166792,0.831593,0.244366,0.15
0.155195,0.782145,0.302694,0.174865,0.15
0.802683,0.620197,0.231945,0.519799,0.15
0.223387,0.628332,0.265958,0.632474,0.15
0.718829,0.759837,0.478481,0.493015,0.15
0.0165314,0.347881,0.850151,0.0227145,0.15
0.0202588,0.261053,0.863224,0.49897,0.15
0.686416,0.00219108,0.348235,0.924629,0.15
0.446825,0.143892,0.0918817,0.865808,0.15
0.603291,0.710446,0.58086,0.965903,0.15
0.986473,0.0358552,0.943537,0.418621,0.15
0.0881849,0.409881,0.48369,0.938262,0.15
0.914193,0.322057,0.00606788,0.0209574,0.15
0.0125078,0.83272,0.219243,0.102779,0.15
0.942447,0.954152,0.744576,0.834717,0.15
0.204161,0.644656,0.152909,0.358337,0.15
0.592242,0.998558,0.313615,0.374526,0.15
0.904533,0.998351,0.447672,0.628302,0.15
0.526425,0.000100134,0.937128,0.905215,0.15
0.262894,0.933005,0.976329,0.767893,0.15
0.433615,0.362178,0.58925,0.829868,0.15
0.940804,0.964727,0.832425,0.135861,0.15
0.442175,0.000934268,0.505857,0.920151,0.15
0.542843,0.574993,0.602783,0.565026,0.15
0.0838996,0.694913,0.683413,0.712458,0.15
0.00142055,0.479646,0.576059,0.442087,0.15
0.330533,0.960969,0.288888,0.347798,0.15
0.347593,0.66729,0.10254,0.115276,0.15
0.41678,0.542577,0.296167,0.290311,0.15
0.606736,0.94414,0.668761,0.514894,0.15
0.297638,0.692568,0.554646,0.863251,0.15
0.908844,0.966593,0.548742,0.0441494,0.15
0.178887,0.040802,0.462628,0.0176407,0.15
0.874651,0.639395,0.2776,0.237129,0.15
0.354655,0.210046,0.379792,0.993547,0.15
0.866134,0.114694,0.255034,0.807266,0.15
0.00134499,0.438747,0.998166,0.566302,0.15
0.572381,0.104571,0.276037,0.573003,0.15
0.886194,0.404067,0.512801,0.0569497,0.15
0.851108,0.239718,0.58318,0.335511,0.15
0.0352619,0.855887,0.929262,0.299211,0.15
0.980807,0.833601,0.0193002,0.741691,0.15
0.691611,0.0953978,0.611595,0.839456,0.15
0.723791,0.900006,0.231865,0.596705,0.15
0.268526,0.102849,0.62838,0.812311,0.15
0.0630214,0.182118,0.996945,0.64499,0.15
0.412517,0.0984475,0.967749,0.2996,0.15
0.348402,0.55071,0.965628,0.848596,0.15
0.430047,0.780069,0.102188,0.6628,0.15
0.486868,0.763035,0.251991,0.894333,0.15
0.926592,0.0504198,0.0840449,0.0465401,0.15
0.13967,0.926676,0.418855,0.66297,0.15
0.709115,0.408823,0.406904,0.406284,0.15
0.907832,0.237618,0.714413,0.776061,0.15
0.31091,0.910921,0.669221,0.332856,0.15
0.387169,0.0681435,0.85923,0.0171407,0.15
0.0679801,0.374215,0.120925,0.0917965,0.15
0.42567,0.375651,0.402796,0.623375,0.15
0.645244,0.0960724,0.130524,0.00816486,0.15
0.987228,0.281547,0.311052,0.724964,0.15
0.576547,0.931837,0.938844,0.305943,0.15
0.943348,0.437328,0.223014,0.731558,0.15
0.920687,0.355035,0.865037,0.0487683,0.15
0.001468,0.0903625,0.298202,0.438237,0.15
0.413591,0.787646,0.382755,0.560979,0.15
0.0442839,0.45412,0.381158,0.513283,0.15
0.0963198,0.730335,0.486826,0.442989,0.15
0.975599,0.967248,0.778135,0.673128,0.15
0.130012,0.00631581,0.375319,0.299177,0.15
0.124254,0.160976,0.670092,0.155533,0.15
0.354803,0.424772,0.551613,0.20008,0.15
0.267356,0.936698,0.0360477,0.487353,0.15
0.140332,0.428044,0.0484544,0.432899,0.15
0.977799,0.0365496,0.705165,0.00944301,0.15
0.503833,0.469063,0.747657,0.0464396,0.15
0.810858,0.756191,0.476546,0.0508263,0.15
0.892133,0.589699,0.518068,0.961464,0.15
0.625781,0.267036,0.579199,0.105946,0.15
0.158796,0.177162,0.0713622,0.307083,0.15
0.0152042,0.546247,0.342333,0.221403,0.15
0.0387192,0.0108396,0.58182,0.977463,0.15
0.156949,0.905351,0.0377774,0.959036,0.15
0.712497,0.925636,0.783926,0.97713,0.15
