X,Y,Z,W,R
0.469181,0.0603857,0.681344,0.501129,0.15
0.217515,0.565787,0.991881,0.784023,0.15
0.796577,0.850131,0.0223402,0.0944719,0.15
0.850331,0.203687,0.475809,0.950964,0.15
0.306371,0.0156066,0.335992,0.734117,0.15
0.988525,0.387753,0.308694,0.326865,0.15
0.607119,0.549716,0.986841,0.759472,0.15
0.233955,0.987937,0.19597,0.816064,0.15
0.525762,0.935125,0.397728,0.970917,0.15
0.166602,0.760122,0.02661,0.972469,0.15
0.82332,0.887052,0.874262,0.885102,0.15
0.139834,0.331803,0.432136,0.854448,0.15
0.451479,0.0543333,0.966349,0.937108,0.15
0.187917,0.00798718,0.529787,0.580437,0.15
0.797576,0.469287,0.620132,0.53125,0.15
0.517223,0.598415,0.446136,0.963662,0.15
0.728685,0.695971,0.380022,0.709832,0.15
0.990495,0.269844,0.255689,0.819062,0.15
0.750478,0.727821,0.659232,0.397148,0.15
0.650509,0.698669,0.0199617,0.405374,0.15
0.922195,0.465304,0.995457,0.125188,0.15
0.83198,0.673956,0.454724,0.145091,0.15
0.640207,0.548599,0.425415,0.392249,0.15
0.0216844,0.183148,0.632568,0.343263,0.15
0.919127,0.991442,0.909429,0.559081,0.15
0.238948,0.390797,0.848101,0.528869,0.15
0.663899,0.024366,0.573749,0.033493,0.15
0.953216,0.0450173,0.293511,0.117574,0.15
0.951985,0.290834,0.734803,0.908698,0.15
0.365556,0.263585,0.221781,0.901407,0.15
0.0295249,0.708916,0.0693683,0.38711,0.15
0.28542,0.667077,0.780345,0.539688,0.15
0.238491,0.072232,0.897501,0.567776,0.15
0.597147,0.0353831,0.168108,0.418039,0.15
0.495476,0.999896,0.460527,0.125545,0.15
0.305512,0.999927,0.0283448,0.239716,0.15
0.621415,0.994693,0.900325,0.63425,0.15
0.61708,0.189128,0.321689,0.0326357,0.15
0.71679,0.647214,0.676328,0.996428,0.15
0.307167,0.997818,0.48289,0.56639,0.15
0.445323,0.198394,0.346518,0.584443,0.15
0.290419,0.736808,0.498209,0.465995,0.15
0.398513,0.561222,0.0803636,0.739418,0.15
0.618452,0.97732,0.129649,0.646968,0.15
0.383841,0.149035,0.570103,0.140775,0.15
0.542575,0.39628,0.191903,0.506708,0.15
0.786475,0.162623,0.551653,0.611853,0.15
0.426581,0.763403,0.24712,0.642084,0.15
0.527421,0.164241,0.522829,0.804155,0.15
0.56839,0.916972,0.0972709,0.235282,0.15
0.394628,0.175773,0.871908,0.242797,0.15
0.310652,0.683162,0.806213,0.00837128,0.15
0.0102136,0.0193382,0.494892,0.679493,0.15
0.899662,0.0445796,0.838969,0.225884,0.15
0.856177,0.968755,0.282084,0.0204025,0.15
0.998246,0.229592,0.510164,0.633247,0.15
0.0740664,0.281713,0.63807,0.000934489,0.15
0.0117076,0.728179,0.556262,0.517098,0.15
0.243774,0.678244,0.499759,0.0677584,0.15
0.0831705,0.977019,0.549125,0.210603,0.15
0.989736,0.599251,0.738195,0.948457,0.15
0.998867,0.739171,0.013189,0.709174,0.15
0.556362,0.628266,0.657625,0.675799,0.15
0.496498,0.0613243,0.988702,0.604838,0.15
0.318114,0.325156,0.85985,0.981978,0.15
0.584852,0.194491,0.9326,0.993987,0.15
0.294034,0.967353,0.761985,0.917936,0.15
0.0419376,0.753131,0.277071,0.157667,0.15
0.00500788,0.272607,0.0598987,0.639547,0.15
0.594499,0.2897,0.713099,0.375142,0.15
0.773922,0.979534,0.525066,0.00415585,0.15
0.0880599,0.00529252,0.70271,0.472209,0.15
0.635057,0.342003,0.646081,0.11882,0.15
0.444458,0.86492,0.969087,0.752067,0.15
0.561729,0.525692,0.929273,0.236805,0.15
0.0190792,0.12227,0.0498529,0.295075,0.15
0.97574,0.965766,0.735254,0.0194229,0.15
0.232809,0.0445764,0.081305,0.622506,0.15
0.974631,0.993639,0.147094,0.747693,0.15
0.739377,0.278149,0.866266,0.574746,0.15
0.99293,0.547274,0.0470082,0.881507,0.15
0.423774,0.428161,0.431746,0.238676,0.15
0.449618,0.779077,0.00518923,0.0211923,0.15
0.64869,0.399904,0.246209,0.789317,0.15
0.902192,0.951625,0.330752,0.855682,0.15
0.00509487,0.558117,0.916207,0.131614,0.15
0.34206,0.120329,0.0240213,0.0313208,0.15
0.702001,0.522971,0.848387,0.992905,0.15
0.267203,0.0518737,0.329139,0.304604,0.15
0.238826,0.378879,0.333281,0.0338133,0.15
0.977793,0.639213,0.401604,0.959213,0.15
0.68481,0.152428,0.988707,0.328675,0.15
0.792261,0.520053,0.249167,0.0258523,0.15
0.950665,0.708843,0.224234,0.679122,0.15
0.973925,0.965158,0.14365,0.233343,0.15
0.19311,0.517249,0.187388,0.0189047,0.15
0.290439,0.438701,0.682911,0.269713,0.15
0.921031,0.999373,0.811105,0.955067,0.15
0.789504,0.983615,0.587793,0.537749,0.15
0.989833,0.650561,0.709786,0.147807,0.15
