X,Y,Z,W,R
0.354903,0.082048,0.723346,0.531628,0.15
0.331671,0.487437,0.951351,0.737866,0.15
0.829854,0.873815,0.0975155,0.294517,0.15
0.00352602,0.210786,0.518214,0.069118,0.15
0.318477,0.934228,0.493207,0.79352,0.15
0.958169,0.35108,0.289996,0.312639,0.15
0.538018,0.414494,0.0345807,0.66003,0.15
0.147009,0.063793,0.926591,0.991596,0.15
0.206926,0.969304,0.394431,0.0034332,0.15
0.0822418,0.716691,0.21316,0.0650118,0.15
0.901788,0.898493,0.0649288,0.864963,0.15
0.265569,0.358871,0.57848,0.770575,0.15
0.399024,0.0301005,0.981217,0.691721,0.15
0.171177,0.981602,0.631306,0.605504,0.15
0.750122,0.434064,0.713536,0.602184,0.15
0.449122,0.796693,0.481515,0.992491,0.15
0.726037,0.788225,0.460665,0.702689,0.15
0.905836,0.283738,0.23503,0.799204,0.15
0.641554,0.707514,0.679851,0.382619,0.15
0.613271,0.669116,0.0723911,0.415822,0.15
0.00124407,0.568962,0.987772,0.881751,0.15
0.770841,0.799667,0.386244,0.178215,0.15
0.758118,0.541856,0.473079,0.336125,0.15
0.00340071,0.276516,0.681227,0.31526,0.15
0.00421783,0.982482,0.0157015,0.604957,0.15
0.359988,0.273333,0.913827,0.571779,0.15
0.71856,0.257675,0.869345,0.995982,0.15
0.161138,0.998799,0.54337,0.991742,0.15
0.780848,0.10788,0.120156,0.96323,0.15
0.615164,0.134726,0.198747,0.977599,0.15
0.965163,0.715328,0.970955,0.119424,0.15
0.30836,0.6802,0.905115,0.532933,0.15
0.953585,0.0263002,0.90019,0.430733,0.15
0.609761,0.0206112,0.299807,0.422095,0.15
0.555967,0.980665,0.491441,0.26457,0.15
0.256502,0.000267478,0.987662,0.382081,0.15
0.793554,0.0114616,0.848855,0.706486,0.15
0.546136,0.179974,0.473318,0.0709924,0.15
0.642187,0.771421,0.951184,0.877631,0.15
0.664464,0.986332,0.884516,0.650048,0.15
0.45574,0.317392,0.359719,0.677897,0.15
0.295481,0.710376,0.579795,0.495757,0.15
0.273018,0.517514,0.184182,0.712656,0.15
0.563987,0.961195,0.32972,0.793459,0.15
0.348867,0.339061,0.769424,0.0439754,0.15
0.623225,0.413811,0.221023,0.437031,0.15
0.740859,0.143079,0.595307,0.613937,0.15
0.395215,0.731813,0.337443,0.668384,0.15
0.526818,0.0683798,0.62307,0.839974,0.15
0.499659,0.922132,0.111869,0.317624,0.15
0.550945,0.0586014,0.0601796,0.251333,0.15
0.238938,0.595822,0.917716,0.998129,0.15
0.0926228,0.824344,0.553157,0.864132,0.15
0.163257,0.0131559,0.922802,0.0996527,0.15
0.0257677,0.0116617,0.15307,0.89876,0.15
0.973146,0.29073,0.585201,0.523439,0.15
0.0180996,0.342379,0.699521,0.976168,0.15
0.0442602,0.625117,0.874208,0.708306,0.15
0.130547,0.639623,0.616796,0.0818598,0.15
0.874984,0.0310006,0.792899,0.0856212,0.15
0.974019,0.599753,0.851308,0.999296,0.15
0.039976,0.869295,0.258115,0.724419,0.15
0.527617,0.67406,0.819437,0.643341,0.15
0.477296,0.149823,0.992739,0.473763,0.15
0.27228,0.256628,0.954604,0.907782,0.15
0.72854,0.00603203,0.961127,0.0839037,0.15
0.231722,0.925593,0.937493,0.941243,0.15
0.0110121,0.759363,0.395699,0.271113,0.15
0.00183028,0.471134,0.161718,0.594275,0.15
0.63109,0.31704,0.650628,0.359062,0.15
0.816975,0.909479,0.601282,0.988237,0.15
0.108134,0.988877,0.908946,0.676404,0.15
0.631645,0.414451,0.629208,0.102031,0.15
0.328382,0.735308,0.0306309,0.756189,0.15
0.580197,0.553248,0.000850335,0.324861,0.15
0.204872,0.135423,0.0496676,0.173597,0.15
0.0640785,0.991619,0.701792,0.985183,0.15
0.330602,0.0915701,0.239187,0.539802,0.15
0.00905952,0.222758,0.338153,0.683685,0.15
0.665247,0.251077,0.911376,0.663195,0.15
0.977827,0.0449033,0.86437,0.782509,0.15
0.427501,0.477837,0.472217,0.292127,0.15
0.25024,0.731454,0.993554,0.176377,0.15
0.670997,0.512778,0.336822,0.738828,0.15
0.691932,0.0320338,0.436584,0.917011,0.15
0.987563,0.605211,0.0572738,0.267128,0.15
0.39626,0.905437,0.15773,0.0136101,0.15
0.769751,0.422597,0.957627,0.00422329,0.15
0.195746,0.131254,0.334172,0.256891,0.15
0.199456,0.494722,0.404056,0.0680168,0.15
0.986641,0.755999,0.636671,0.998027,0.15
0.839699,0.434072,0.0676816,0.336996,0.15
0.822266,0.467694,0.282234,0.99279,0.15
0.967246,0.711492,0.0902198,0.516041,0.15
0.935407,0.153939,0.331562,0.132233,0.15
0.174403,0.392764,0.162759,0.98756,0.15
0.292117,0.447461,0.853104,0.333421,0.15
0.970954,0.0362637,0.103005,0.0333527,0.15
0.617751,0.0027777,0.560221,0.345828,0.15
0.945826,0.318155,0.610682,0.0915671,0.15
