X0,X1,X2,X3,R
4.858399999999999941e-01,7.446160000000000279e-02,5.483799999999999786e-01,9.994690000000000518e-01,1.499999999999999944e-01
7.409719999999999640e-01,4.063760000000000150e-01,4.802739999999999787e-01,7.224040000000000461e-01,1.499999999999999944e-01
5.825169999999999515e-01,9.051580000000000181e-01,8.557510000000000117e-02,9.514930000000000332e-01,1.499999999999999944e-01
3.195250000000000035e-01,4.185980000000000256e-01,1.073680000000000051e-01,8.753900000000000015e-01,1.499999999999999944e-01
8.808859999999999468e-01,6.429489999999999927e-01,7.182530000000000303e-01,1.686560000000000004e-01,1.499999999999999944e-01
8.166179999999999550e-01,3.002000000000000224e-01,4.119289999999999896e-01,9.797390000000000265e-01,1.499999999999999944e-01
3.563629999999999853e-01,3.641820000000000057e-01,3.673379999999999701e-02,5.834129999999999594e-01,1.499999999999999944e-01
3.013290000000000066e-02,7.049910000000000343e-01,4.063789999999999902e-01,7.470339999999999758e-01,1.499999999999999944e-01
9.671800000000000397e-01,2.764180000000000109e-02,1.266590000000000077e-02,3.144950000000000245e-01,1.499999999999999944e-01
8.926009999999999778e-01,1.267169999999999963e-01,1.611529999999999907e-02,9.741910000000000291e-01,1.499999999999999944e-01
7.395310000000000494e-01,3.187989999999999990e-01,9.241420000000000190e-01,7.699639999999999818e-01,1.499999999999999944e-01
8.174890000000000212e-01,7.777220000000000244e-01,9.964589999999999836e-01,4.440390000000000170e-01,1.499999999999999944e-01
6.937569999999999674e-03,7.354070000000000329e-01,1.108020000000000012e-02,4.217440000000000078e-01,1.499999999999999944e-01
9.393010000000000526e-01,4.533460000000000267e-01,8.417769999999999975e-01,3.118879999999999986e-01,1.499999999999999944e-01
7.440369999999999484e-01,1.488430000000000031e-01,8.895999999999999464e-01,5.108049999999999535e-01,1.499999999999999944e-01
1.493909999999999960e-01,6.205380000000000340e-01,6.999790000000000179e-01,2.570839999999999792e-01,1.499999999999999944e-01
5.500300000000000189e-01,4.831989999999999896e-01,6.887310000000000654e-02,2.068069999999999908e-01,1.499999999999999944e-01
8.253049999999999553e-01,1.878789999999999905e-01,8.038030000000000452e-01,2.355329999999999924e-01,1.499999999999999944e-01
1.749010000000000009e-01,8.358430000000000026e-01,2.853100000000000080e-01,1.526700000000000002e-01,1.499999999999999944e-01
7.952839999999999909e-01,6.375079999999999636e-01,2.271710000000000118e-01,5.275680000000000369e-01,1.499999999999999944e-01
2.396999999999999964e-01,6.150459999999999816e-01,2.658119999999999927e-01,6.090179999999999483e-01,1.499999999999999944e-01
7.514150000000000551e-01,7.614119999999999777e-01,4.873890000000000167e-01,5.367020000000000124e-01,1.499999999999999944e-01
1.223430000000000004e-02,3.447640000000000149e-01,9.542140000000000066e-01,2.422149999999999997e-02,1.499999999999999944e-01
9.884049999999999780e-01,2.684219999999999939e-01,8.418689999999999785e-01,4.837040000000000228e-01,1.499999999999999944e-01
6.521820000000000395e-01,9.963499999999999579e-01,3.834009999999999918e-01,9.741009999999999946e-01,1.499999999999999944e-01
4.395700000000000163e-01,1.442180000000000129e-01,1.394009999999999971e-01,8.456000000000000183e-01,1.499999999999999944e-01
6.496699999999999697e-01,7.732900000000000329e-01,6.631350000000000300e-01,9.657829999999999471e-01,1.499999999999999944e-01
6.422859999999999681e-02,6.229280000000000234e-02,9.299749999999999961e-01,4.190880000000000161e-01,1.499999999999999944e-01
1.148340000000000055e-01,3.846919999999999784e-01,5.089209999999999567e-01,9.136499999999999622e-01,1.499999999999999944e-01
9.141930000000000334e-01,3.220569999999999822e-01,1.026789999999999994e-02,2.095740000000000103e-02,1.499999999999999944e-01
9.699299999999999589e-01,8.806110000000000326e-01,1.775480000000000114e-01,9.514830000000000509e-02,1.499999999999999944e-01
9.311430000000000540e-01,9.838409999999999656e-01,7.897380000000000511e-01,7.406089999999999618e-01,1.499999999999999944e-01
1.747640000000000027e-01,6.283969999999999834e-01,1.628020000000000023e-01,3.522850000000000148e-01,1.499999999999999944e-01
5.869860000000000078e-01,9.996439999999999770e-01,3.362530000000000241e-01,2.741009999999999835e-01,1.499999999999999944e-01
8.743330000000000268e-01,9.979200000000000292e-01,4.657510000000000261e-01,7.281830000000000247e-01,1.499999999999999944e-01
5.491219999999999990e-01,9.785190000000000277e-01,8.806749999999999856e-01,9.209990000000000121e-01,1.499999999999999944e-01
2.016110000000000124e-01,9.227119999999999767e-01,9.499509999999999899e-01,7.475950000000000095e-01,1.499999999999999944e-01
4.361240000000000117e-01,3.538930000000000131e-01,6.023800000000000265e-01,7.913449999999999651e-01,1.499999999999999944e-01
9.825880000000000170e-01,9.949590000000000378e-01,8.436569999999999903e-01,1.968040000000000067e-01,1.499999999999999944e-01
