X,Y,Z,W,R
0.483376,0.903873,0.509044,0.119225,0.15
0.608855,0.413228,0.242863,0.800309,0.15
0.359351,0.0440144,0.973868,0.948421,0.15
0.109349,0.300726,0.828411,0.0247677,0.15
0.666702,0.753413,0.700927,0.409481,0.15
0.708707,0.168987,0.212259,0.205921,0.15
0.308089,0.294328,0.140121,0.685197,0.15
0.0239911,0.718791,0.337091,0.978924,0.15
0.998263,0.0147135,0.173944,0.245701,0.15
0.842315,0.961522,0.131981,0.964898,0.15
0.564041,0.36906,0.870298,0.893453,0.15
0.778996,0.644165,0.947945,0.596216,0.15
0.0938787,0.717246,0.9859,0.580954,0.15
0.0314947,0.519881,0.948772,0.380266,0.15
0.734585,0.192232,0.895962,0.672052,0.15
0.111032,0.653633,0.686301,0.137924,0.15
0.535435,0.24746,0.0598857,0.155648,0.15
0.752855,0.220515,0.917192,0.38635,0.15
0.387508,0.654257,0.534625,0.221669,0.15
0.738522,0.5779,0.232478,0.491693,0.15
0.116469,0.632201,0.213709,0.650947,0.15
0.645725,0.774844,0.33694,0.313366,0.15
0.00019725,0.434761,0.346319,0.955885,0.15
0.159588,0.307948,0.797051,0.503806,0.15
0.796536,0.995561,0.333166,0.808304,0.15
0.328973,0.280958,0.934499,0.784761,0.15
0.531636,0.480245,0.219911,0.0225344,0.15
0.802227,0.000406267,0.054246,0.243118,0.15
0.98683,0.337141,0.424242,0.0141599,0.15
0.799914,0.520455,0.0619478,0.00162385,0.15
0.985469,0.714202,0.265993,0.989807,0.15
0.0690202,0.836723,0.460477,0.207797,0.15
0.319499,0.781125,0.11836,0.396062,0.15
0.683736,0.00858401,0.327209,0.504377,0.15
0.0167023,0.0357232,0.418599,0.266133,0.15
0.675651,0.996265,0.0813676,0.757682,0.15
0.275606,0.957749,0.956481,0.78288,0.15
0.466631,0.393987,0.613538,0.0450224,0.15
0.741807,0.572437,0.73109,0.965993,0.15
0.338054,0.960334,0.503858,0.913413,0.15
0.681551,0.524269,0.539914,0.566315,0.15
0.10671,0.57766,0.654939,0.65009,0.15
0.989891,0.383272,0.595727,0.362094,0.15
0.488049,0.0746457,0.326297,0.196069,0.15
0.382834,0.636508,0.061245,0.058464,0.15
0.530516,0.510049,0.288398,0.308094,0.15
0.673623,0.0364033,0.680799,0.516572,0.15
0.383766,0.67101,0.385332,0.761354,0.15
0.236834,0.99764,0.521717,0.478619,0.15
0.193162,0.0719221,0.248867,0.669471,0.15
0.787902,0.599079,0.0485314,0.228375,0.15
0.370691,0.330766,0.202458,0.94534,0.15
0.0437248,0.985553,0.292096,0.823446,0.15
0.777064,0.502131,0.997401,0.829817,0.15
0.55785,0.0667481,0.989616,0.69716,0.15
0.00709962,0.387121,0.764862,0.148813,0.15
0.987184,0.168934,0.562224,0.220127,0.15
0.978554,0.119569,0.801627,0.387945,0.15
0.0395824,0.852487,0.103824,0.882505,0.15
0.645235,0.992413,0.441323,0.0276835,0.15
0.811252,0.717489,0.15315,0.748626,0.15
0.137599,0.359894,0.575887,0.79233,0.15
0.0589628,0.166565,0.989539,0.854181,0.15
0.162286,0.20471,0.989727,0.311038,0.15
0.374233,0.790847,0.136749,0.833443,0.15
0.57045,0.824602,0.0835268,0.558442,0.15
0.542952,0.840715,0.224446,0.0988351,0.15
0.950516,0.121538,0.934181,0.928042,0.15
0.0689514,0.869566,0.373569,0.647828,0.15
0.726518,0.459573,0.522943,0.271613,0.15
0.818709,0.0819118,0.591536,0.811398,0.15
0.318649,0.856932,0.73027,0.149332,0.15
0.327368,0.0597858,0.696839,0.963428,0.15
0.130702,0.419466,0.0602803,0.936155,0.15
0.405455,0.339122,0.742141,0.509797,0.15
0.641059,0.143902,0.135592,0.954497,0.15
0.0444632,0.191243,0.572392,0.506628,0.15
0.55573,0.0657419,0.794458,0.26133,0.15
0.960098,0.513033,0.0210381,0.734578,0.15
0.408639,0.342955,0.0346058,0.0459691,0.15
0.986086,0.194578,0.226212,0.607354,0.15
0.386673,0.768145,0.44968,0.474398,0.15
0.0366874,0.400668,0.129571,0.436513,0.15
0.988429,0.746713,0.467661,0.469243,0.15
0.879668,0.973425,0.748171,0.463543,0.15
0.016,0.947503,0.162501,0.265989,0.15
0.178256,0.147009,0.609584,0.0688214,0.15
0.246467,0.41216,0.43081,0.0750736,0.15
0.182675,0.091078,0.190112,0.434958,0.15
0.285416,0.333484,0.226347,0.194553,0.15
0.0522594,0.0402849,0.786325,0.980324,0.15
0.653265,0.474329,0.790468,0.136002,0.15
0.768168,0.730115,0.492594,0.0632388,0.15
0.981656,0.599834,0.540516,0.891019,0.15
0.705204,0.214789,0.549413,0.0837451,0.15
0.936581,0.16394,0.947941,0.098545,0.15
0.067637,0.569387,0.383944,0.239505,0.15
0.897457,0.916729,0.45314,0.00414454,0.15
0.228339,0.110201,0.0789603,0.133682,0.15
0.722131,0.241381,0.824542,0.00154362,0.15
