X,Y,Z,W,R
0.316146,0.927851,0.571907,0.344695,0.15
0.523803,0.557359,0.10766,0.765829,0.15
0.101613,0.0573944,0.0695592,0.694598,0.15
0.173739,0.362487,0.694347,0.0400386,0.15
0.499075,0.827229,0.736525,0.591492,0.15
0.886956,0.238834,0.342718,0.371037,0.15
0.313867,0.336252,0.125408,0.645636,0.15
0.0260663,0.623793,0.161568,0.0722454,0.15
0.979732,0.00467489,0.229119,0.12429,0.15
0.878766,0.841712,0.357769,0.952512,0.15
0.208081,0.612186,0.602228,0.877646,0.15
0.630158,0.497156,0.861998,0.669931,0.15
0.241005,0.753892,0.962839,0.65834,0.15
0.0359344,0.720648,0.0115877,0.384063,0.15
0.829848,0.311121,0.855563,0.801035,0.15
0.150565,0.615133,0.701393,0.0347057,0.15
0.685407,0.956735,0.826214,0.439051,0.15
0.782988,0.363737,0.0871224,0.56692,0.15
0.502875,0.567164,0.734011,0.2957,0.15
0.704016,0.614939,0.209408,0.546783,0.15
0.970332,0.582923,0.162054,0.657552,0.15
0.778548,0.781292,0.324006,0.355081,0.15
0.0096365,0.502781,0.826093,0.951892,0.15
0.0901991,0.432286,0.814419,0.405327,0.15
0.00643591,0.00318002,0.382725,0.558009,0.15
0.27559,0.299624,0.931381,0.69683,0.15
0.668865,0.401922,0.233671,0.029762,0.15
0.635335,0.969806,0.921454,0.0775457,0.15
0.935347,0.195809,0.324826,0.95566,0.15
0.750209,0.816221,0.14597,0.0695065,0.15
0.0382831,0.722373,0.258936,0.949609,0.15
0.134815,0.770672,0.223563,0.347553,0.15
0.327251,0.900052,0.0659809,0.396467,0.15
0.728906,0.00126565,0.355537,0.543369,0.15
0.10844,0.994861,0.381575,0.175493,0.15
0.0423432,0.992834,0.0443797,0.601837,0.15
0.0848317,0.999312,0.814722,0.762547,0.15
0.458128,0.307473,0.612527,0.0790284,0.15
0.581847,0.184148,0.39297,0.806812,0.15
0.0736795,0.904794,0.466308,0.90464,0.15
0.720213,0.455654,0.455448,0.599119,0.15
0.145073,0.611434,0.649361,0.493818,0.15
0.0282269,0.40278,0.456108,0.514299,0.15
0.500106,0.0703691,0.397744,0.0868004,0.15
0.319827,0.592042,0.929447,0.0331721,0.15
0.569913,0.403862,0.216853,0.336076,0.15
0.774031,0.108139,0.62699,0.581367,0.15
0.41825,0.670422,0.396284,0.709564,0.15
0.67798,0.995228,0.267825,0.783253,0.15
0.294258,0.0096867,0.30149,0.59092,0.15
0.683607,0.807904,0.982464,0.553271,0.15
0.331217,0.378762,0.157695,0.00170396,0.15
0.0824196,0.103727,0.403567,0.0175864,0.15
0.687095,0.56624,0.939937,0.988498,0.15
0.272874,0.0474394,0.549252,0.689574,0.15
0.937766,0.38996,0.732962,0.312966,0.15
0.962931,0.186298,0.725173,0.977819,0.15
0.981655,0.198183,0.917581,0.600277,0.15
0.065244,0.72527,0.959622,0.119209,0.15
0.748331,0.0344011,0.17973,0.986305,0.15
0.81519,0.618135,0.0245499,0.855279,0.15
0.013874,0.255261,0.550229,0.740398,0.15
0.917173,0.145121,0.00650435,0.771207,0.15
0.819648,0.235278,0.0362257,0.289745,0.15
0.420872,0.0898336,0.12585,0.852126,0.15
0.781831,0.829347,0.0238647,0.406721,0.15
0.406629,0.862854,0.117581,0.0984084,0.15
0.0119184,0.0133195,0.680047,0.716542,0.15
0.00776047,0.726218,0.436618,0.504615,0.15
0.707535,0.418477,0.536394,0.304826,0.15
0.701574,0.98435,0.656177,0.896327,0.15
0.340548,0.943407,0.874059,0.979278,0.15
0.506807,0.843692,0.509567,0.903801,0.15
0.158691,0.551803,0.0202926,0.81326,0.15
0.519049,0.394951,0.939723,0.370548,0.15
0.586662,0.135021,0.0753241,0.0375902,0.15
0.990197,0.111038,0.565759,0.355502,0.15
0.512506,0.1269,0.5474,0.336566,0.15
0.0306585,0.470244,0.708599,0.725593,0.15
0.508071,0.214737,0.00112129,0.908655,0.15
0.944142,0.336501,0.36244,0.668884,0.15
0.417267,0.628345,0.444934,0.40498,0.15
0.153068,0.169717,0.986118,0.385681,0.15
0.871725,0.713658,0.454752,0.713485,0.15
0.766743,0.00148897,0.642755,0.265598,0.15
0.0117297,0.793269,0.629691,0.33363,0.15
0.301171,0.364236,0.456546,0.974746,0.15
0.0329945,0.421127,0.322064,0.974913,0.15
0.148231,0.219814,0.274469,0.322639,0.15
0.333448,0.356986,0.355042,0.12398,0.15
0.0156903,0.876801,0.673465,0.9939,0.15
0.724324,0.532351,0.878276,0.12737,0.15
0.777836,0.604786,0.440177,0.0271825,0.15
0.0031585,0.71262,0.576612,0.745624,0.15
0.74846,0.211935,0.486209,0.0903999,0.15
0.971421,0.202489,0.0348708,0.969031,0.15
0.14499,0.489455,0.258532,0.355283,0.15
0.0272627,0.960332,0.375735,0.0491865,0.15
0.44745,0.174307,0.881574,0.222569,0.15
0.684099,0.273183,0.769707,0.0320479,0.15
