X,Y,Z,W,R
0.413345,0.0913438,0.698876,0.507924,0.15
0.285494,0.521363,0.975501,0.767916,0.15
0.795332,0.869967,0.0751271,0.209347,0.15
0.923025,0.193355,0.480139,0.0170493,0.15
0.327656,0.971845,0.422609,0.77745,0.15
0.97293,0.367353,0.301507,0.318644,0.15
0.590268,0.440903,0.994841,0.687298,0.15
0.168695,0.983084,0.0113917,0.895691,0.15
0.373721,0.930766,0.423136,0.995198,0.15
0.109864,0.728593,0.12137,0.0172847,0.15
0.860934,0.899547,0.956588,0.875679,0.15
0.182641,0.337382,0.528198,0.801053,0.15
0.437674,0.0512729,0.973118,0.813566,0.15
0.176465,0.0169527,0.604391,0.585288,0.15
0.74323,0.472689,0.66774,0.565654,0.15
0.461465,0.750691,0.45873,0.982996,0.15
0.73352,0.746227,0.419817,0.704223,0.15
0.943931,0.275023,0.246606,0.80847,0.15
0.690103,0.735127,0.664245,0.390902,0.15
0.628527,0.686475,0.0508206,0.408694,0.15
0.952955,0.542315,0.00446419,0.0238419,0.15
0.79924,0.742679,0.419912,0.156915,0.15
0.688013,0.525864,0.443731,0.376489,0.15
0.014224,0.227999,0.662809,0.333662,0.15
0.969406,0.986669,0.961515,0.588008,0.15
0.30665,0.351092,0.883986,0.552573,0.15
0.684598,0.162277,0.723446,0.997881,0.15
0.0786285,0.012944,0.424144,0.0452483,0.15
0.872734,0.150584,0.914237,0.949866,0.15
0.495225,0.201028,0.22879,0.905771,0.15
0.98356,0.686979,0.00998358,0.200045,0.15
0.297198,0.657199,0.837597,0.541649,0.15
0.101314,0.0417264,0.902507,0.479124,0.15
0.595515,0.0324295,0.222343,0.418713,0.15
0.530208,0.00156391,0.474561,0.177175,0.15
0.278146,0.997909,0.00170302,0.303845,0.15
0.703389,0.992036,0.877772,0.681468,0.15
0.573532,0.159496,0.419501,0.0689483,0.15
0.687084,0.721999,0.833452,0.929388,0.15
0.503667,0.977119,0.700422,0.612666,0.15
0.456799,0.250702,0.33909,0.680525,0.15
0.292494,0.733859,0.564116,0.494273,0.15
0.308917,0.537846,0.132212,0.743274,0.15
0.587354,0.966591,0.240642,0.726079,0.15
0.368401,0.25404,0.679736,0.0882813,0.15
0.602874,0.417138,0.232107,0.47054,0.15
0.745477,0.133256,0.577235,0.619357,0.15
0.406178,0.746067,0.295339,0.662742,0.15
0.578062,0.118376,0.579627,0.826637,0.15
0.527411,0.921894,0.0932591,0.264779,0.15
0.484416,0.108358,0.989907,0.312264,0.15
0.253221,0.654295,0.876597,0.98825,0.15
0.0543272,0.892966,0.55869,0.768836,0.15
0.0549635,0.0240948,0.894818,0.162748,0.15
0.944137,0.991882,0.203392,0.967123,0.15
0.00471899,0.251409,0.553876,0.593263,0.15
0.039444,0.357177,0.664811,0.999272,0.15
0.0482437,0.717729,0.721151,0.627137,0.15
0.126764,0.660258,0.56168,0.061276,0.15
0.949772,0.00224215,0.701844,0.11443,0.15
0.00645672,0.607835,0.801907,0.985559,0.15
0.0463021,0.828109,0.135164,0.753231,0.15
0.557313,0.634324,0.74073,0.646662,0.15
0.483029,0.109693,0.996294,0.470309,0.15
0.279655,0.287815,0.913797,0.932676,0.15
0.65163,0.0819117,0.952469,0.0322872,0.15
0.240913,0.937176,0.889459,0.925574,0.15
0.0293494,0.751349,0.355917,0.207971,0.15
0.0056766,0.377355,0.112515,0.636704,0.15
0.599948,0.282056,0.690954,0.387783,0.15
0.822455,0.94242,0.576497,0.0164644,0.15
0.0934509,0.974036,0.792871,0.595154,0.15
0.640134,0.366248,0.663481,0.100316,0.15
0.384626,0.803883,0.99742,0.756234,0.15
0.580576,0.537719,0.965209,0.270022,0.15
0.120441,0.129403,0.0528229,0.229254,0.15
0.00325481,0.0153317,0.779264,0.975497,0.15
0.267282,0.0727444,0.175398,0.58722,0.15
0.0136117,0.125,0.244181,0.702188,0.15
0.675594,0.291912,0.915337,0.601129,0.15
0.0273826,0.274779,0.967392,0.834151,0.15
0.426108,0.45821,0.478572,0.275809,0.15
0.334444,0.745383,0.989989,0.0991718,0.15
0.654114,0.455858,0.294801,0.747266,0.15
0.777911,0.0238448,0.418526,0.893101,0.15
0.00464841,0.593901,0.996433,0.188597,0.15
0.378251,0.999003,0.0975049,0.0373601,0.15
0.731411,0.465026,0.897333,0.0205514,0.15
0.228206,0.0952136,0.331813,0.278139,0.15
0.215591,0.446132,0.370836,0.0518248,0.15
0.0210339,0.69229,0.540608,0.997325,0.15
0.758653,0.310599,0.0213711,0.3656,0.15
0.816865,0.496435,0.25717,0.0117141,0.15
0.953343,0.710442,0.15826,0.591932,0.15
0.948414,0.0756847,0.271481,0.157689,0.15
0.178297,0.454878,0.163105,0.97428,0.15
0.303983,0.441948,0.754243,0.306157,0.15
0.945326,0.0220512,0.935931,0.024323,0.15
0.68552,0.992065,0.567831,0.426153,0.15
0.993803,0.433002,0.64079,0.0867154,0.15
