X,Y,Z,W,R
0.467503,0.91268,0.505041,0.412571,0.15
0.939139,0.583902,0.856162,0.795127,0.15
0.915429,0.73236,0.884262,0.0119188,0.15
0.824906,0.278566,0.434189,0.777618,0.15
0.181723,0.0474199,0.871004,0.0308089,0.15
0.0299323,0.414949,0.291251,0.373076,0.15
0.623764,0.760163,0.988034,0.868842,0.15
0.396185,0.996298,0.620189,0.727426,0.15
0.732476,0.9273,0.350547,0.802189,0.15
0.225056,0.812407,0.757061,0.990127,0.15
0.574457,0.809931,0.622483,0.62557,0.15
0.229605,0.511963,0.297889,0.0615506,0.15
0.266659,0.013663,0.00322438,0.992225,0.15
0.0310192,0.915959,0.504781,0.537502,0.15
0.955289,0.387375,0.497595,0.458189,0.15
0.503029,0.264438,0.377807,0.00757866,0.15
0.685198,0.613844,0.299742,0.744564,0.15
0.916416,0.19523,0.036229,0.846204,0.15
0.722079,0.731063,0.556914,0.346184,0.15
0.707164,0.719837,0.924319,0.400518,0.15
0.861323,0.333736,0.925762,0.342774,0.15
0.999829,0.571741,0.412625,0.185536,0.15
0.57291,0.625125,0.323415,0.423887,0.15
0.96839,0.251007,0.469897,0.221037,0.15
0.0773507,0.997421,0.762745,0.466785,0.15
0.0644999,0.410506,0.758778,0.469326,0.15
0.743338,0.738034,0.502751,0.0307171,0.15
0.69593,0.0206346,0.0502688,0.205463,0.15
0.0226968,0.563461,0.48004,0.70734,0.15
0.225154,0.364668,0.000727058,0.943015,0.15
0.231676,0.823316,0.0793481,0.834074,0.15
0.265671,0.762768,0.619653,0.535569,0.15
0.55016,0.320705,0.728555,0.751705,0.15
0.547422,0.0323373,0.0314216,0.47667,0.15
0.459977,0.0193244,0.285925,0.960072,0.15
0.159294,0.00373808,0.829264,0.232308,0.15
0.732834,0.000966042,0.610804,0.448648,0.15
0.677962,0.255193,0.0950665,0.0204938,0.15
0.647127,0.559539,0.397219,0.00639314,0.15
0.961824,0.0915649,0.000911596,0.483995,0.15
0.541476,0.18147,0.334224,0.336917,0.15
0.277569,0.583788,0.273495,0.340281,0.15
0.786685,0.472075,0.0573218,0.557919,0.15
0.68077,0.99774,0.0365919,0.472032,0.15
0.374394,0.993941,0.485345,0.224157,0.15
0.42856,0.373284,0.0316632,0.489416,0.15
0.601192,0.284153,0.521312,0.577599,0.15
0.508559,0.856994,0.152594,0.583416,0.15
0.385196,0.255909,0.38685,0.72542,0.15
0.682735,0.840601,0.242492,0.248136,0.15
0.235831,0.21128,0.659608,0.270752,0.15
0.375113,0.717749,0.5297,0.0376173,0.15
0.89986,0.256392,0.243104,0.554109,0.15
0.628133,0.0588123,0.604778,0.431411,0.15
0.819789,0.0196297,0.27844,0.992292,0.15
0.124087,0.218457,0.354919,0.640553,0.15
0.175291,0.0987946,0.674073,0.970036,0.15
0.927129,0.78075,0.0997374,0.373177,0.15
0.548899,0.691948,0.282029,0.0660244,0.15
0.305359,0.915121,0.303519,0.50228,0.15
0.999592,0.811926,0.594467,0.917901,0.15
0.953713,0.601886,0.678679,0.523877,0.15
0.451616,0.567595,0.516345,0.738867,0.15
0.60409,0.0304275,0.0946944,0.978261,0.15
0.384322,0.52547,0.657781,0.977619,0.15
0.709635,0.6028,0.815261,0.998897,0.15
0.461333,0.051748,0.572666,0.954455,0.15
0.00475449,0.852485,0.113685,0.0946453,0.15
0.0317257,0.0672298,0.951487,0.704345,0.15
0.577448,0.348316,0.745795,0.396089,0.15
0.608735,0.992156,0.5587,0.0166282,0.15
0.992198,0.894757,0.693682,0.194058,0.15
0.617498,0.266773,0.556341,0.0769627,0.15
0.387088,0.952266,0.933071,0.727014,0.15
0.445,0.557015,0.851236,0.27775,0.15
0.752501,0.076846,0.975369,0.47089,0.15
0.983289,0.967564,0.425927,0.100909,0.15
0.0610678,0.841651,0.906507,0.738897,0.15
0.947535,0.812151,0.741998,0.731617,0.15
0.902803,0.293033,0.719507,0.6788,0.15
0.76539,0.9823,0.933294,0.125322,0.15
0.479438,0.389835,0.224006,0.149515,0.15
0.740184,0.982485,0.0128908,0.915762,0.15
0.656711,0.289283,0.119006,0.795754,0.15
0.0989209,0.802575,0.32759,0.954639,0.15
0.00667269,0.475383,0.750085,0.99824,0.15
0.265626,0.373075,0.955493,0.879351,0.15
0.688234,0.528701,0.712527,0.961645,0.15
0.380236,0.949418,0.038659,0.247559,0.15
0.257886,0.0673097,0.322213,0.963807,0.15
0.873543,0.454924,0.218001,0.989231,0.15
0.472886,0.820386,0.90692,0.226496,0.15
0.729653,0.530898,0.145338,0.0300701,0.15
0.98906,0.499397,0.389932,0.679012,0.15
0.100382,0.736367,0.875698,0.450516,0.15
0.337042,0.681577,0.0693346,0.112972,0.15
0.211416,0.530319,0.553533,0.220124,0.15
0.00674857,0.0233282,0.490623,0.747103,0.15
0.0277566,0.93756,0.521046,0.773395,0.15
0.990327,0.971877,0.902347,0.356644,0.15
