X,Y,Z,W,R
0.48584,0.0744616,0.54838,0.999469,0.15
0.740972,0.406376,0.480274,0.722404,0.15
0.582517,0.905158,0.0855751,0.951493,0.15
0.319525,0.418598,0.107368,0.87539,0.15
0.880886,0.642949,0.718253,0.168656,0.15
0.816618,0.3002,0.411929,0.979739,0.15
0.356363,0.364182,0.0367338,0.583413,0.15
0.0301329,0.704991,0.406379,0.747034,0.15
0.96718,0.0276418,0.0126659,0.314495,0.15
0.892601,0.126717,0.0161153,0.974191,0.15
0.739531,0.318799,0.924142,0.769964,0.15
0.817489,0.777722,0.996459,0.444039,0.15
0.00693757,0.735407,0.0110802,0.421744,0.15
0.939301,0.453346,0.841777,0.311888,0.15
0.744037,0.148843,0.8896,0.510805,0.15
0.149391,0.620538,0.699979,0.257084,0.15
0.55003,0.483199,0.0688731,0.206807,0.15
0.825305,0.187879,0.803803,0.235533,0.15
0.174901,0.835843,0.28531,0.15267,0.15
0.795284,0.637508,0.227171,0.527568,0.15
0.2397,0.615046,0.265812,0.609018,0.15
0.751415,0.761412,0.487389,0.536702,0.15
0.0122343,0.344764,0.954214,0.0242215,0.15
0.988405,0.268422,0.841869,0.483704,0.15
0.652182,0.99635,0.383401,0.974101,0.15
0.43957,0.144218,0.139401,0.8456,0.15
0.64967,0.77329,0.663135,0.965783,0.15
0.0642286,0.0622928,0.929975,0.419088,0.15
0.114834,0.384692,0.508921,0.91365,0.15
0.914193,0.322057,0.0102679,0.0209574,0.15
0.96993,0.880611,0.177548,0.0951483,0.15
0.931143,0.983841,0.789738,0.740609,0.15
0.174764,0.628397,0.162802,0.352285,0.15
0.586986,0.999644,0.336253,0.274101,0.15
0.874333,0.99792,0.465751,0.728183,0.15
0.549122,0.978519,0.880675,0.920999,0.15
0.201611,0.922712,0.949951,0.747595,0.15
0.436124,0.353893,0.60238,0.791345,0.15
0.982588,0.994959,0.843657,0.196804,0.15
0.465619,0.997803,0.500417,0.923677,0.15
0.508475,0.585363,0.626877,0.566672,0.15
0.0760735,0.722831,0.689673,0.724214,0.15
0.983267,0.493181,0.600534,0.476999,0.15
0.288413,0.930014,0.272342,0.382927,0.15
0.33715,0.676563,0.100558,0.123443,0.15
0.391389,0.541704,0.29995,0.29106,0.15
0.586911,0.923226,0.663429,0.512931,0.15
0.262299,0.695729,0.608025,0.897876,0.15
0.847968,0.977603,0.496157,0.930863,0.15
0.199385,0.0176835,0.51956,0.109593,0.15
0.851928,0.661782,0.287785,0.249493,0.15
0.352213,0.194374,0.40454,0.00482387,0.15
0.835474,0.120383,0.233578,0.803561,0.15
0.0280742,0.45299,0.00695482,0.531692,0.15
0.559483,0.140212,0.312784,0.582427,0.15
0.859128,0.372874,0.491501,0.0440685,0.15
0.82733,0.247457,0.575736,0.367695,0.15
0.045368,0.809114,0.964963,0.242928,0.15
0.936416,0.816382,0.997524,0.7092,0.15
0.705772,0.124546,0.658842,0.795427,0.15
0.720696,0.921707,0.229978,0.575378,0.15
0.270634,0.024353,0.656888,0.823293,0.15
0.060792,0.190985,0.998206,0.613659,0.15
0.435298,0.0938944,0.968344,0.308187,0.15
0.357743,0.538923,0.903325,0.844026,0.15
0.414629,0.764292,0.10389,0.672525,0.15
0.472352,0.714626,0.286047,0.874756,0.15
0.957422,0.969235,0.0744719,0.0173436,0.15
0.161284,0.948669,0.426855,0.673304,0.15
0.708462,0.40546,0.373825,0.447886,0.15
0.936672,0.288055,0.744011,0.755423,0.15
0.337179,0.953122,0.657199,0.382235,0.15
0.39307,0.070165,0.87268,0.0440618,0.15
0.0474836,0.38106,0.138609,0.106735,0.15
0.443483,0.389411,0.291186,0.613739,0.15
0.648055,0.0752542,0.126708,0.0744034,0.15
0.0281394,0.27034,0.290138,0.756781,0.15
0.605373,0.874592,0.945203,0.354391,0.15
0.950819,0.488492,0.204045,0.733119,0.15
0.829046,0.358847,0.813088,0.0449969,0.15
0.974694,0.0905801,0.302306,0.44548,0.15
0.42255,0.80346,0.365543,0.569457,0.15
0.0794955,0.454079,0.400175,0.533112,0.15
0.110846,0.714256,0.498005,0.465461,0.15
0.0213342,0.971092,0.780903,0.683642,0.15
0.172629,0.0111286,0.41203,0.275804,0.15
0.125107,0.162573,0.679112,0.176438,0.15
0.366847,0.426389,0.567784,0.23529,0.15
0.294245,0.900837,0.989594,0.488417,0.15
0.112222,0.443732,0.99579,0.482449,0.15
0.9667,0.0393616,0.713841,0.0279783,0.15
0.479515,0.47436,0.749005,0.0287863,0.15
0.794419,0.773082,0.437881,0.0601247,0.15
0.890195,0.578657,0.516224,0.920788,0.15
0.606317,0.283181,0.589174,0.104226,0.15
0.236101,0.163941,0.103226,0.366855,0.15
0.0266192,0.504622,0.320054,0.243761,0.15
0.0472897,0.0115971,0.588561,0.971725,0.15
0.169513,0.867281,0.0262397,0.982911,0.15
0.681805,0.844205,0.750551,0.979984,0.15
