X,Y,Z,W,R
0.345332,0.080179,0.735011,0.535338,0.15
0.351478,0.479589,0.948665,0.73892,0.15
0.846386,0.874595,0.105574,0.32862,0.15
0.044668,0.201618,0.537683,0.0721974,0.15
0.33195,0.932474,0.517015,0.792432,0.15
0.956014,0.348077,0.289917,0.316089,0.15
0.515152,0.407298,0.0519322,0.65038,0.15
0.142633,0.100865,0.931503,0.0242166,0.15
0.152558,0.979825,0.373263,0.00433719,0.15
0.0769829,0.716544,0.251911,0.0718237,0.15
0.921987,0.898946,0.110231,0.862075,0.15
0.299752,0.367327,0.596835,0.757477,0.15
0.379108,0.0118056,0.983463,0.655803,0.15
0.154138,0.962686,0.628561,0.611898,0.15
0.758462,0.419555,0.729314,0.619121,0.15
0.44744,0.811745,0.489518,0.00137369,0.15
0.726246,0.801663,0.478834,0.700227,0.15
0.892092,0.284745,0.229064,0.792162,0.15
0.621492,0.692466,0.689352,0.380036,0.15
0.613782,0.683159,0.0923691,0.435821,0.15
0.0115114,0.574418,0.990845,0.829717,0.15
0.758876,0.819891,0.368977,0.189489,0.15
0.790739,0.550458,0.489073,0.316941,0.15
0.999082,0.295885,0.687819,0.307783,0.15
0.000810564,0.981133,0.0550932,0.601848,0.15
0.360008,0.259833,0.910802,0.59058,0.15
0.73149,0.298595,0.926371,0.999067,0.15
0.193358,0.0246326,0.583277,0.997646,0.15
0.765573,0.0870572,0.198119,0.964482,0.15
0.63936,0.112437,0.19121,0.0126808,0.15
0.956039,0.740981,0.971541,0.106745,0.15
0.290291,0.699674,0.939052,0.505408,0.15
0.882001,0.0219541,0.893789,0.418262,0.15
0.618155,0.0143613,0.331297,0.431055,0.15
0.539798,0.969378,0.473366,0.260612,0.15
0.272514,0.997361,0.993643,0.429661,0.15
0.820019,0.0147865,0.837101,0.711656,0.15
0.534905,0.187427,0.493708,0.0717259,0.15
0.621453,0.788895,0.995611,0.856529,0.15
0.721799,0.989316,0.953503,0.662344,0.15
0.448967,0.339629,0.369513,0.673707,0.15
0.296661,0.701127,0.584772,0.496248,0.15
0.259814,0.503626,0.209704,0.689875,0.15
0.551138,0.963412,0.362755,0.822734,0.15
0.340231,0.372772,0.804767,0.0261681,0.15
0.614135,0.406746,0.223357,0.434328,0.15
0.745019,0.14719,0.60159,0.599531,0.15
0.39287,0.719359,0.34976,0.666205,0.15
0.461886,0.0529185,0.67052,0.841657,0.15
0.487943,0.923419,0.118532,0.343397,0.15
0.57468,0.0406138,0.0788941,0.221577,0.15
0.243735,0.565677,0.925079,0.996993,0.15
0.0909952,0.76357,0.545172,0.870906,0.15
0.201434,0.994206,0.924677,0.0663596,0.15
0.0623589,0.0168645,0.135342,0.870695,0.15
0.965522,0.309792,0.596932,0.493844,0.15
0.00906952,0.336033,0.712885,0.967595,0.15
0.0422846,0.587465,0.926436,0.730218,0.15
0.134192,0.638892,0.65683,0.0940639,0.15
0.851552,0.0436126,0.812365,0.0762731,0.15
0.954957,0.578252,0.860268,0.98814,0.15
0.0376085,0.885275,0.307704,0.713427,0.15
0.538147,0.691938,0.84237,0.655755,0.15
0.50105,0.147196,0.0081342,0.441454,0.15
0.281531,0.25443,0.971687,0.89806,0.15
0.749973,0.974315,0.972227,0.10481,0.15
0.236258,0.915795,0.956181,0.947492,0.15
0.00148921,0.764402,0.411948,0.302595,0.15
0.000333447,0.509476,0.180226,0.577092,0.15
0.64133,0.323838,0.634298,0.356563,0.15
0.799365,0.913562,0.610712,0.973573,0.15
0.129176,0.998219,0.945838,0.720134,0.15
0.62917,0.439308,0.613324,0.0903555,0.15
0.308074,0.716507,0.0371133,0.757917,0.15
0.569948,0.541255,0.998519,0.329084,0.15
0.238428,0.138034,0.0413141,0.149581,0.15
0.0589049,0.983453,0.650156,0.00428737,0.15
0.355929,0.0991004,0.264002,0.520835,0.15
0.00726398,0.261037,0.375522,0.676524,0.15
0.662035,0.238081,0.908758,0.688396,0.15
0.961742,0.961898,0.824857,0.753906,0.15
0.427582,0.485576,0.469033,0.298495,0.15
0.21883,0.736323,0.00108566,0.22086,0.15
0.683247,0.540741,0.352319,0.737484,0.15
0.689896,0.0259545,0.407858,0.941015,0.15
0.979597,0.607962,0.0747485,0.305185,0.15
0.400984,0.868668,0.181574,0.999136,0.15
0.784727,0.405984,0.980531,0.997584,0.15
0.182979,0.145468,0.340807,0.250145,0.15
0.198458,0.502696,0.400368,0.0734706,0.15
0.978854,0.7678,0.671639,0.00329517,0.15
0.884129,0.480549,0.0679894,0.319752,0.15
0.823179,0.459025,0.292349,0.988238,0.15
0.972544,0.712922,0.0622378,0.486341,0.15
0.923974,0.165728,0.327189,0.128446,0.15
0.168925,0.364167,0.161972,0.00179128,0.15
0.286992,0.451031,0.890896,0.341734,0.15
0.984343,0.0416552,0.176523,0.0341217,0.15
0.618414,0.0153358,0.586307,0.351729,0.15
0.922797,0.301598,0.622753,0.099027,0.15
