X,Y,Z,W,R
0.47513,0.884866,0.479956,0.389864,0.15
0.908187,0.548319,0.853916,0.802974,0.15
0.970761,0.734997,0.877671,0.0162231,0.15
0.832877,0.271178,0.427887,0.751894,0.15
0.16012,0.0638286,0.816967,0.0224587,0.15
0.0364995,0.400547,0.272847,0.398588,0.15
0.626991,0.780485,0.988467,0.884423,0.15
0.403961,0.00614108,0.660353,0.741066,0.15
0.758924,0.930562,0.363142,0.775782,0.15
0.230055,0.813622,0.721039,0.993644,0.15
0.56556,0.802206,0.583756,0.587448,0.15
0.256056,0.534741,0.268617,0.0720246,0.15
0.245253,0.0209372,0.0033357,0.960281,0.15
0.984278,0.899508,0.498032,0.510379,0.15
0.970433,0.357689,0.47821,0.440004,0.15
0.467687,0.209854,0.354498,0.0146551,0.15
0.68759,0.611765,0.28564,0.737645,0.15
0.906924,0.182366,0.997094,0.853478,0.15
0.699583,0.733111,0.526879,0.323391,0.15
0.714655,0.722568,0.909823,0.399784,0.15
0.853348,0.336428,0.91199,0.360778,0.15
0.983233,0.583822,0.402752,0.171476,0.15
0.571507,0.632739,0.3079,0.429999,0.15
0.962087,0.252257,0.444931,0.191341,0.15
0.124187,0.997178,0.731114,0.469666,0.15
0.0412614,0.413239,0.745141,0.461392,0.15
0.766988,0.731469,0.512759,0.0315757,0.15
0.68236,0.00218073,0.0217485,0.201385,0.15
0.0231881,0.598301,0.458594,0.677015,0.15
0.203338,0.372859,0.970832,0.965811,0.15
0.269724,0.848404,0.0624798,0.888597,0.15
0.265081,0.772877,0.598622,0.534724,0.15
0.590309,0.358812,0.707377,0.779194,0.15
0.491557,0.0413345,0.0114408,0.500514,0.15
0.487353,0.00879079,0.272288,0.908222,0.15
0.113948,0.990659,0.765585,0.285503,0.15
0.785632,0.991901,0.561478,0.432427,0.15
0.680225,0.261684,0.06858,0.022322,0.15
0.651432,0.538304,0.39194,0.0086075,0.15
0.924541,0.101797,0.940367,0.478281,0.15
0.561718,0.179842,0.325947,0.319815,0.15
0.270626,0.561818,0.240918,0.334925,0.15
0.831014,0.456672,0.0444962,0.513052,0.15
0.728201,0.994834,0.0396109,0.459446,0.15
0.356055,0.979112,0.491068,0.214486,0.15
0.412886,0.368317,0.00912029,0.484119,0.15
0.586156,0.310281,0.497915,0.571308,0.15
0.53099,0.853512,0.128789,0.594698,0.15
0.37079,0.264285,0.366543,0.711332,0.15
0.702684,0.835841,0.263141,0.273147,0.15
0.224151,0.220392,0.634589,0.290355,0.15
0.383467,0.72881,0.490995,0.041598,0.15
0.889094,0.280044,0.212492,0.535173,0.15
0.568307,0.0618306,0.574051,0.443471,0.15
0.814694,0.0442428,0.280998,0.973044,0.15
0.128367,0.217488,0.325342,0.629562,0.15
0.197733,0.090442,0.685858,0.950493,0.15
0.919043,0.791422,0.0344705,0.363005,0.15
0.554349,0.700175,0.249714,0.060798,0.15
0.288603,0.910297,0.286113,0.537474,0.15
0.99731,0.834472,0.572181,0.942361,0.15
0.963706,0.589286,0.657911,0.514926,0.15
0.429294,0.550254,0.489569,0.739281,0.15
0.633804,0.0237638,0.0708082,0.0223279,0.15
0.391223,0.551184,0.632317,0.97811,0.15
0.706754,0.64009,0.810609,0.00464416,0.15
0.493766,0.0559532,0.570549,0.968022,0.15
0.00898148,0.86302,0.0925346,0.0923876,0.15
0.0429098,0.0466212,0.943269,0.729975,0.15
0.576229,0.354348,0.749971,0.398317,0.15
0.585708,0.979175,0.560502,0.0181937,0.15
0.980283,0.881958,0.682811,0.159094,0.15
0.622129,0.259102,0.560961,0.0827927,0.15
0.36992,0.972223,0.926019,0.717009,0.15
0.422503,0.555119,0.839323,0.288035,0.15
0.697815,0.0606891,0.973137,0.493822,0.15
0.980869,0.95452,0.383555,0.117031,0.15
0.0351552,0.812437,0.889166,0.771623,0.15
0.93945,0.821736,0.705976,0.709983,0.15
0.922701,0.297428,0.697891,0.692266,0.15
0.737475,0.0418193,0.896356,0.159101,0.15
0.485929,0.398174,0.185714,0.140015,0.15
0.771376,0.0166905,0.993664,0.91196,0.15
0.653002,0.27924,0.104828,0.783327,0.15
0.12645,0.786739,0.320732,0.972825,0.15
0.00688307,0.464351,0.726235,0.980457,0.15
0.263463,0.405185,0.94299,0.841731,0.15
0.681468,0.509648,0.663549,0.953555,0.15
0.399863,0.93941,0.987016,0.254509,0.15
0.216422,0.0419745,0.30729,0.956009,0.15
0.859825,0.428636,0.19737,0.996786,0.15
0.458528,0.794281,0.886565,0.223831,0.15
0.736466,0.532891,0.111113,0.0305139,0.15
0.993665,0.475733,0.410671,0.692428,0.15
0.113817,0.696186,0.846484,0.463171,0.15
0.356233,0.696225,0.0466153,0.123044,0.15
0.228063,0.541707,0.556284,0.22199,0.15
0.0176899,0.0208812,0.452808,0.721047,0.15
0.0589378,0.955091,0.484238,0.807654,0.15
0.995265,0.00288697,0.92963,0.37449,0.15
