X,Y,Z,W,R
0.564017,0.914465,0.500969,0.0673841,0.15
0.648692,0.355873,0.26197,0.818355,0.15
0.444922,0.0273209,0.958081,0.0339336,0.15
0.192684,0.338789,0.895489,0.0108548,0.15
0.71205,0.732051,0.684022,0.359441,0.15
0.742453,0.184234,0.235531,0.149308,0.15
0.313206,0.305907,0.118812,0.661854,0.15
0.0297345,0.691637,0.360738,0.927747,0.15
0.0127467,0.0270697,0.159451,0.264747,0.15
0.857117,0.999029,0.027094,0.0162542,0.15
0.628161,0.338853,0.895093,0.863868,0.15
0.806842,0.712324,0.960059,0.550247,0.15
0.0715718,0.743462,0.998692,0.565466,0.15
0.0101808,0.490761,0.895076,0.338586,0.15
0.737289,0.173201,0.889197,0.616916,0.15
0.102715,0.63749,0.669223,0.173251,0.15
0.508712,0.315294,0.066627,0.15823,0.15
0.763324,0.167955,0.893162,0.318685,0.15
0.32252,0.67912,0.460537,0.220055,0.15
0.787132,0.587856,0.235605,0.506676,0.15
0.16339,0.636571,0.230754,0.659445,0.15
0.651765,0.759407,0.385641,0.369942,0.15
0.00724227,0.407395,0.505217,0.978478,0.15
0.104779,0.278611,0.798072,0.47201,0.15
0.739902,0.992927,0.287489,0.843195,0.15
0.36074,0.251925,0.961111,0.845989,0.15
0.52531,0.531357,0.315635,0.999796,0.15
0.843622,0.992574,0.0240969,0.302048,0.15
0.0174774,0.394954,0.430048,0.0143213,0.15
0.84618,0.449068,0.0448879,0.995126,0.15
0.992038,0.74645,0.254211,0.0300403,0.15
0.0301241,0.8649,0.525012,0.176112,0.15
0.308269,0.746517,0.12612,0.407596,0.15
0.655404,0.000613357,0.315963,0.486449,0.15
0.994156,0.997835,0.392783,0.350548,0.15
0.587758,0.991132,0.0893517,0.812383,0.15
0.331552,0.957949,0.98979,0.79483,0.15
0.449335,0.402466,0.604183,0.01365,0.15
0.8064,0.738428,0.790803,0.00832521,0.15
0.393138,0.975033,0.504177,0.921258,0.15
0.639142,0.539747,0.559497,0.565905,0.15
0.100055,0.611775,0.664861,0.670371,0.15
0.00761044,0.403316,0.613527,0.341072,0.15
0.440183,0.0426454,0.31533,0.241167,0.15
0.388708,0.645086,0.0958488,0.0691604,0.15
0.505972,0.537659,0.312902,0.297688,0.15
0.656276,0.0141526,0.686499,0.51923,0.15
0.360434,0.683178,0.40407,0.778725,0.15
0.121163,0.017553,0.580176,0.340692,0.15
0.164755,0.0683418,0.256873,0.733579,0.15
0.835309,0.606396,0.141814,0.225347,0.15
0.378694,0.312435,0.263738,0.960765,0.15
0.990301,0.0145565,0.268506,0.80803,0.15
0.825381,0.477287,0.989043,0.752539,0.15
0.581957,0.070223,0.102845,0.668909,0.15
0.026872,0.424395,0.721654,0.141237,0.15
0.945701,0.204702,0.583452,0.262204,0.15
0.00103866,0.0767258,0.798914,0.353003,0.15
0.0348257,0.856441,0.0897531,0.822093,0.15
0.624465,0.999239,0.485834,0.973904,0.15
0.779707,0.776855,0.191864,0.699724,0.15
0.186966,0.295341,0.586126,0.782557,0.15
0.0827969,0.146925,0.033968,0.820158,0.15
0.264416,0.158109,0.977569,0.298813,0.15
0.361789,0.707242,0.122348,0.832198,0.15
0.496588,0.809091,0.0909634,0.58041,0.15
0.519752,0.837367,0.213629,0.0117055,0.15
0.903049,0.124332,0.00470211,0.958322,0.15
0.0843886,0.891251,0.38165,0.659212,0.15
0.707561,0.439115,0.484952,0.300168,0.15
0.847141,0.127115,0.630848,0.803613,0.15
0.294801,0.854853,0.708215,0.201703,0.15
0.337425,0.0638306,0.767918,0.975197,0.15
0.113647,0.396932,0.0790253,0.991794,0.15
0.389355,0.33956,0.649175,0.557599,0.15
0.659569,0.150362,0.158382,0.91019,0.15
0.0410547,0.20849,0.501593,0.557469,0.15
0.5539,0.0497624,0.872936,0.218926,0.15
0.949948,0.484879,0.0887437,0.741424,0.15
0.247778,0.338376,0.968112,0.0469623,0.15
0.992087,0.163048,0.244978,0.545052,0.15
0.40291,0.766466,0.433792,0.504205,0.15
0.00500591,0.434078,0.20602,0.471839,0.15
0.028569,0.755569,0.468761,0.411468,0.15
0.906999,0.969648,0.765945,0.521611,0.15
0.0432425,0.963765,0.289534,0.280837,0.15
0.149054,0.138454,0.630737,0.114363,0.15
0.313775,0.41678,0.49098,0.100377,0.15
0.191117,0.0453382,0.163472,0.490205,0.15
0.249215,0.362577,0.170097,0.246038,0.15
0.0419236,0.0357235,0.738426,0.983305,0.15
0.579222,0.459001,0.748665,0.0916117,0.15
0.750783,0.759769,0.500675,0.0532703,0.15
0.945018,0.60112,0.532866,0.939999,0.15
0.687181,0.241714,0.556355,0.106132,0.15
0.958684,0.14028,0.974008,0.140349,0.15
0.0369668,0.566876,0.405134,0.216594,0.15
0.939973,0.956221,0.512596,0.991497,0.15
0.181469,0.0526521,0.0729873,0.0414761,0.15
0.734763,0.151593,0.852775,0.997386,0.15
