X,Y,Z,W,R
0.457321,0.846414,0.372527,0.329897,0.15
0.832491,0.472494,0.845625,0.821466,0.15
0.106614,0.726559,0.879206,0.0127984,0.15
0.822879,0.220288,0.400091,0.697891,0.15
0.106112,0.10485,0.680124,0.00158333,0.15
0.0280851,0.386587,0.215291,0.434895,0.15
0.635057,0.83129,0.987797,0.923377,0.15
0.451465,0.0216093,0.738966,0.746462,0.15
0.825043,0.938719,0.392879,0.709763,0.15
0.236802,0.820966,0.63401,0.999693,0.15
0.571641,0.757592,0.518705,0.554172,0.15
0.308475,0.573978,0.198501,0.0560145,0.15
0.197797,0.0419067,0.00389939,0.893152,0.15
0.961888,0.807912,0.433431,0.471127,0.15
0.00457212,0.292832,0.438508,0.415266,0.15
0.374879,0.0716967,0.288806,0.0287228,0.15
0.693569,0.606568,0.248637,0.720348,0.15
0.955975,0.234563,0.898125,0.840591,0.15
0.676993,0.697409,0.510569,0.268741,0.15
0.698867,0.716708,0.860449,0.407198,0.15
0.811277,0.367615,0.857221,0.366766,0.15
0.950785,0.606543,0.368339,0.143439,0.15
0.561491,0.632843,0.257684,0.457754,0.15
0.947627,0.243349,0.382462,0.0983661,0.15
0.235135,0.0124867,0.636715,0.595422,0.15
0.980547,0.393837,0.703006,0.439121,0.15
0.815577,0.725818,0.5357,0.00688705,0.15
0.678102,0.949105,0.930952,0.230974,0.15
0.0271809,0.714161,0.404466,0.591583,0.15
0.103456,0.371706,0.920791,0.11229,0.15
0.364843,0.911124,0.018559,0.024904,0.15
0.270102,0.786012,0.537468,0.535053,0.15
0.653666,0.393455,0.667874,0.772257,0.15
0.308221,0.0770064,0.977243,0.529446,0.15
0.547917,0.983603,0.247772,0.77891,0.15
0.995802,0.953963,0.627917,0.29672,0.15
0.825887,0.0239022,0.463948,0.350166,0.15
0.683667,0.272296,0.967672,0.0168485,0.15
0.666531,0.445336,0.382719,0.00424041,0.15
0.847599,0.13266,0.794306,0.535178,0.15
0.612253,0.175535,0.303987,0.277338,0.15
0.267414,0.519289,0.151459,0.358986,0.15
0.938848,0.496759,0.981734,0.405957,0.15
0.837074,0.00680443,0.0496836,0.45509,0.15
0.273059,0.981733,0.504606,0.153208,0.15
0.375704,0.347066,0.959792,0.475446,0.15
0.56207,0.379038,0.449651,0.550491,0.15
0.58654,0.842858,0.0666002,0.621817,0.15
0.368899,0.274748,0.307773,0.699749,0.15
0.759305,0.850408,0.26624,0.324274,0.15
0.198958,0.241811,0.573105,0.337561,0.15
0.413509,0.746708,0.411041,0.0465093,0.15
0.877296,0.283068,0.18559,0.497243,0.15
0.42241,0.0701376,0.4934,0.47148,0.15
0.806559,0.104645,0.289242,0.926567,0.15
0.118869,0.205298,0.227907,0.603767,0.15
0.233543,0.0770172,0.712174,0.921467,0.15
0.949491,0.812564,0.878977,0.319608,0.15
0.570078,0.752803,0.166366,0.0513843,0.15
0.250303,0.897232,0.24117,0.623804,0.15
0.992286,0.890576,0.512386,0.00565113,0.15
0.988367,0.565707,0.597866,0.4952,0.15
0.377144,0.525466,0.420028,0.729785,0.15
0.683472,0.967282,0.0157194,0.0739841,0.15
0.406185,0.608699,0.572445,0.992985,0.15
0.700808,0.732513,0.803003,0.0175001,0.15
0.57728,0.0614018,0.55463,0.0140739,0.15
0.0195489,0.889358,0.0379092,0.0867432,0.15
0.0547603,0.993288,0.916608,0.788472,0.15
0.57697,0.357903,0.747802,0.415476,0.15
0.532866,0.949039,0.565619,0.019786,0.15
0.969245,0.880356,0.648478,0.0961271,0.15
0.641474,0.250134,0.575938,0.102714,0.15
0.317862,0.00854323,0.91751,0.711216,0.15
0.342246,0.497746,0.79848,0.321296,0.15
0.576851,0.0117842,0.962498,0.550536,0.15
0.976453,0.922497,0.276088,0.156157,0.15
0.971335,0.738602,0.846767,0.85526,0.15
0.914025,0.836194,0.634292,0.670938,0.15
0.977812,0.308932,0.652866,0.721147,0.15
0.668235,0.184338,0.804666,0.241414,0.15
0.501845,0.421268,0.0905434,0.132957,0.15
0.777556,0.0138573,0.946123,0.934844,0.15
0.643792,0.254108,0.0676106,0.752274,0.15
0.173526,0.760666,0.297253,0.0153001,0.15
0.00740901,0.436773,0.664861,0.936,0.15
0.302064,0.509131,0.882445,0.661557,0.15
0.703188,0.519681,0.518141,0.00399905,0.15
0.402437,0.998412,0.905158,0.296153,0.15
0.115831,0.978276,0.259038,0.944029,0.15
0.877911,0.34839,0.18563,0.0020796,0.15
0.4689,0.721733,0.784624,0.178923,0.15
0.736993,0.586414,0.994209,0.0388528,0.15
0.0280072,0.420686,0.456098,0.727544,0.15
0.153617,0.614634,0.778052,0.497478,0.15
0.381461,0.731487,0.973232,0.152191,0.15
0.267563,0.570983,0.556672,0.225016,0.15
0.0254895,0.987889,0.375135,0.663946,0.15
0.135519,0.00285271,0.41047,0.883304,0.15
0.0406327,0.0342314,0.991075,0.370645,0.15
