X,Y,Z,W,R
0.48928,0.00560654,0.638417,0.501482,0.15
0.0998354,0.599303,0.922661,0.790475,0.15
0.79999,0.794044,0.930881,0.982338,0.15
0.78515,0.259553,0.461948,0.90072,0.15
0.295678,0.0243166,0.157986,0.831601,0.15
0.00412019,0.408153,0.312282,0.335086,0.15
0.603049,0.654215,0.00755947,0.789646,0.15
0.307558,0.00291607,0.401892,0.745426,0.15
0.614635,0.919485,0.327037,0.914259,0.15
0.215143,0.808036,0.924385,0.978652,0.15
0.713297,0.813404,0.837287,0.830547,0.15
0.137688,0.384062,0.387395,0.915797,0.15
0.364669,0.992048,0.981621,0.00648472,0.15
0.192103,0.976952,0.490205,0.576427,0.15
0.863448,0.453619,0.582375,0.510193,0.15
0.574978,0.442103,0.432131,0.944439,0.15
0.686523,0.647536,0.357441,0.726889,0.15
0.983547,0.245231,0.200684,0.81756,0.15
0.790474,0.722601,0.65667,0.403881,0.15
0.673456,0.707551,0.984603,0.403821,0.15
0.89611,0.386883,0.973571,0.226276,0.15
0.912886,0.630981,0.447954,0.190894,0.15
0.600515,0.581595,0.386962,0.403756,0.15
0.00027339,0.210883,0.570303,0.295277,0.15
0.882717,0.997048,0.864871,0.526465,0.15
0.169073,0.398204,0.815195,0.505027,0.15
0.685754,0.862252,0.500187,0.0375188,0.15
0.820398,0.0695184,0.179574,0.17134,0.15
0.0174061,0.408115,0.576407,0.84233,0.15
0.284114,0.311821,0.161287,0.913722,0.15
0.0770504,0.726915,0.125456,0.581431,0.15
0.275865,0.708022,0.716859,0.538317,0.15
0.339003,0.137804,0.869697,0.644648,0.15
0.604128,0.0354207,0.120483,0.412855,0.15
0.445231,0.982414,0.386702,0.117412,0.15
0.291961,0.997773,0.039534,0.210608,0.15
0.686699,0.997426,0.845451,0.550697,0.15
0.654012,0.217454,0.215371,0.998348,0.15
0.682448,0.596207,0.5282,0.0150098,0.15
0.171289,0.0407642,0.275809,0.518393,0.15
0.468987,0.188826,0.353398,0.458235,0.15
0.294655,0.69337,0.410054,0.410719,0.15
0.577138,0.574604,0.0644587,0.730516,0.15
0.649464,0.987946,0.0150862,0.567833,0.15
0.375516,0.0948947,0.506032,0.18751,0.15
0.497688,0.393877,0.128525,0.511062,0.15
0.708382,0.205888,0.548118,0.60687,0.15
0.45163,0.808117,0.217765,0.608667,0.15
0.481366,0.207404,0.471166,0.789529,0.15
0.618121,0.916754,0.116587,0.223146,0.15
0.313971,0.210609,0.749677,0.210901,0.15
0.33734,0.671972,0.697677,0.0200014,0.15
0.958588,0.126134,0.389468,0.63764,0.15
0.782577,0.0592694,0.75284,0.314873,0.15
0.816768,0.953231,0.286038,0.031506,0.15
0.0480324,0.237266,0.456145,0.65217,0.15
0.100784,0.179763,0.641284,0.0177557,0.15
0.964127,0.732873,0.388768,0.420118,0.15
0.373923,0.710553,0.412961,0.0733192,0.15
0.23175,0.955954,0.395408,0.307001,0.15
0.997137,0.656163,0.685484,0.92208,0.15
0.946502,0.694839,0.845783,0.605531,0.15
0.541259,0.622349,0.589061,0.705038,0.15
0.500591,0.0500378,0.057817,0.772163,0.15
0.346273,0.402528,0.784456,0.00364048,0.15
0.635287,0.388776,0.890324,0.0194115,0.15
0.346254,0.0133072,0.630359,0.906034,0.15
0.0302922,0.78134,0.206819,0.119068,0.15
0.994778,0.175152,0.0102768,0.624935,0.15
0.588754,0.311429,0.726966,0.383608,0.15
0.715675,0.00532142,0.543333,0.999032,0.15
0.0485836,0.957013,0.718592,0.355886,0.15
0.63368,0.334924,0.6033,0.0901612,0.15
0.446974,0.88024,0.958624,0.768011,0.15
0.52713,0.519937,0.898011,0.231875,0.15
0.924986,0.119453,0.023039,0.372623,0.15
0.99985,0.975869,0.633727,0.0608663,0.15
0.189529,0.990689,0.979446,0.642136,0.15
0.94818,0.885768,0.968547,0.753396,0.15
0.81075,0.276481,0.811897,0.616729,0.15
0.880047,0.739625,0.0598275,0.977149,0.15
0.444468,0.400006,0.352181,0.209963,0.15
0.591898,0.829958,0.0587952,0.942969,0.15
0.648493,0.33959,0.197102,0.838797,0.15
0.983914,0.874179,0.322487,0.878112,0.15
0.005726,0.525023,0.852458,0.0782645,0.15
0.312638,0.236878,0.980407,0.976881,0.15
0.701964,0.542893,0.809147,0.975818,0.15
0.304062,0.00423903,0.275541,0.271633,0.15
0.26704,0.242951,0.361272,0.0071617,0.15
0.935275,0.573219,0.305894,0.955236,0.15
0.585097,0.99343,0.0036445,0.251382,0.15
0.760479,0.525954,0.22751,0.0260902,0.15
0.994928,0.666351,0.259937,0.684525,0.15
0.0307188,0.885123,0.0191984,0.344793,0.15
0.239239,0.605839,0.155748,0.0649468,0.15
0.251879,0.452736,0.635929,0.241223,0.15
0.942265,0.00883156,0.673332,0.877868,0.15
0.885284,0.955001,0.594583,0.632282,0.15
0.972841,0.814128,0.779789,0.252042,0.15
