X,Y,Z,W,R
0.470083,0.935134,0.53054,0.44714,0.15
0.970394,0.617627,0.858662,0.787662,0.15
0.864893,0.734463,0.894424,0.00734157,0.15
0.810726,0.278057,0.440381,0.806916,0.15
0.205248,0.0354387,0.929123,0.0174626,0.15
0.0228366,0.426996,0.307839,0.349864,0.15
0.619323,0.742067,0.989646,0.851421,0.15
0.382384,0.990121,0.580251,0.711889,0.15
0.706028,0.924037,0.337553,0.828597,0.15
0.220926,0.811237,0.79337,0.986913,0.15
0.592103,0.80758,0.665874,0.67111,0.15
0.201414,0.487019,0.327372,0.0388763,0.15
0.288065,0.00638882,0.00271305,0.0241694,0.15
0.0786013,0.929353,0.502334,0.553101,0.15
0.938231,0.418618,0.521204,0.479736,0.15
0.532887,0.320192,0.396034,0.987886,0.15
0.683044,0.616307,0.312822,0.749911,0.15
0.927669,0.207465,0.0744483,0.839238,0.15
0.744937,0.727811,0.58698,0.368073,0.15
0.699673,0.717107,0.938416,0.401252,0.15
0.867875,0.332948,0.938678,0.323701,0.15
0.0109438,0.562726,0.421326,0.197671,0.15
0.573366,0.616316,0.338041,0.418759,0.15
0.975294,0.24324,0.49311,0.239293,0.15
0.0289028,0.00099435,0.797245,0.476076,0.15
0.0877384,0.407772,0.772015,0.477259,0.15
0.727899,0.761279,0.501797,0.0320477,0.15
0.71018,0.0401672,0.0790052,0.204629,0.15
0.0222055,0.528621,0.501086,0.737665,0.15
0.238335,0.35298,0.0364945,0.936333,0.15
0.193629,0.798229,0.0958164,0.779551,0.15
0.266103,0.752783,0.64019,0.536424,0.15
0.506067,0.279498,0.754711,0.723885,0.15
0.58381,0.0296553,0.0527399,0.450067,0.15
0.443438,0.0174398,0.311327,0.0113404,0.15
0.203213,0.00691498,0.896156,0.185645,0.15
0.707703,0.995945,0.661552,0.470186,0.15
0.675117,0.239385,0.119029,0.018366,0.15
0.642805,0.54302,0.415205,0.995107,0.15
0.00854513,0.0799321,0.062198,0.491472,0.15
0.521235,0.183098,0.3421,0.35402,0.15
0.286881,0.608756,0.304609,0.356348,0.15
0.740441,0.491864,0.0657922,0.602582,0.15
0.655727,0.996822,0.0285602,0.489375,0.15
0.381153,0.0187007,0.477371,0.211567,0.15
0.444234,0.37825,0.0538061,0.494713,0.15
0.618391,0.262281,0.53836,0.582676,0.15
0.487543,0.855961,0.174467,0.576834,0.15
0.412711,0.249488,0.407776,0.745362,0.15
0.667434,0.850715,0.219767,0.227837,0.15
0.249421,0.207643,0.67953,0.252322,0.15
0.366758,0.706688,0.568005,0.0336366,0.15
0.912764,0.227913,0.276627,0.573036,0.15
0.660602,0.0663428,0.63535,0.4115,0.15
0.831725,0.994816,0.281555,0.0116977,0.15
0.109105,0.223036,0.378436,0.643945,0.15
0.152849,0.107147,0.661887,0.989579,0.15
0.935214,0.770078,0.164604,0.383348,0.15
0.519629,0.703801,0.305546,0.0749943,0.15
0.314028,0.921412,0.320503,0.465921,0.15
0.00307102,0.782474,0.612068,0.912481,0.15
0.943733,0.6155,0.6999,0.533199,0.15
0.47619,0.587055,0.539581,0.731706,0.15
0.581087,0.03838,0.0937551,0.935151,0.15
0.375778,0.498837,0.686581,0.983426,0.15
0.712901,0.576714,0.839706,0.00363165,0.15
0.430253,0.0484596,0.573304,0.944668,0.15
0.000527503,0.84195,0.134435,0.0969031,0.15
0.0205415,0.0878384,0.959306,0.678715,0.15
0.579756,0.340588,0.740428,0.394753,0.15
0.632117,0.00456523,0.556373,0.0150887,0.15
0.00462662,0.908621,0.70346,0.230767,0.15
0.62214,0.274966,0.56554,0.0765561,0.15
0.404257,0.932309,0.939723,0.737018,0.15
0.464686,0.545682,0.860504,0.269573,0.15
0.798949,0.0929405,0.977162,0.447479,0.15
0.985659,0.980901,0.466852,0.0843368,0.15
0.0870608,0.870455,0.923345,0.705029,0.15
0.952156,0.80426,0.785681,0.741271,0.15
0.883235,0.288712,0.741829,0.665021,0.15
0.794116,0.92113,0.969362,0.0908044,0.15
0.472336,0.387934,0.254293,0.166961,0.15
0.708991,0.94828,0.0317174,0.919564,0.15
0.658658,0.299957,0.1333,0.807875,0.15
0.0721674,0.818051,0.331651,0.93718,0.15
0.00646231,0.486414,0.773534,0.0160236,0.15
0.276423,0.34446,0.961324,0.900858,0.15
0.692319,0.533833,0.735858,0.964911,0.15
0.360871,0.960977,0.0896276,0.241416,0.15
0.273852,0.0995076,0.341299,0.971126,0.15
0.887261,0.481211,0.238233,0.981677,0.15
0.488939,0.861467,0.930006,0.226058,0.15
0.733721,0.529901,0.168637,0.0290849,0.15
0.991637,0.534942,0.363318,0.670159,0.15
0.0870923,0.775833,0.905141,0.43885,0.15
0.317278,0.665373,0.0916146,0.102177,0.15
0.198873,0.518088,0.553436,0.218971,0.15
0.992419,0.0201067,0.531925,0.776162,0.15
0.995192,0.928026,0.556386,0.744031,0.15
0.985272,0.94074,0.874873,0.338795,0.15
