X,Y,Z,W,R
0.476504,0.861344,0.441854,0.370498,0.15
0.877458,0.5155,0.849816,0.809974,0.15
0.0251162,0.732332,0.877508,0.0154135,0.15
0.830094,0.251704,0.417241,0.730722,0.15
0.138517,0.0802373,0.76253,0.0141086,0.15
0.0391105,0.386271,0.2539,0.422322,0.15
0.630217,0.800807,0.988499,0.900005,0.15
0.411179,0.0136579,0.702329,0.745841,0.15
0.785372,0.933825,0.375337,0.749374,0.15
0.235055,0.814836,0.684616,0.997161,0.15
0.564587,0.787258,0.553767,0.566569,0.15
0.275994,0.55741,0.243966,0.0658521,0.15
0.223939,0.0282,0.00233563,0.928319,0.15
0.963114,0.870402,0.480619,0.493623,0.15
0.985647,0.331761,0.46028,0.42961,0.15
0.430563,0.154591,0.328521,0.0202822,0.15
0.689982,0.609686,0.271139,0.730726,0.15
0.916658,0.193102,0.957626,0.852292,0.15
0.686754,0.725441,0.512428,0.300762,0.15
0.722145,0.725298,0.894926,0.39905,0.15
0.841505,0.351912,0.896295,0.372181,0.15
0.966636,0.595902,0.392479,0.157416,0.15
0.566411,0.635818,0.290082,0.439932,0.15
0.955589,0.249715,0.41844,0.153079,0.15
0.170464,0.00154334,0.692705,0.516501,0.15
0.0173055,0.413909,0.730365,0.453363,0.15
0.795682,0.732327,0.526979,0.0308744,0.15
0.674159,0.980642,0.985269,0.217518,0.15
0.0236794,0.633141,0.436748,0.64669,0.15
0.163663,0.372565,0.951021,0.0238026,0.15
0.307772,0.873492,0.0452115,0.94312,0.15
0.266115,0.779951,0.575485,0.534489,0.15
0.620098,0.379398,0.689295,0.785113,0.15
0.435691,0.0503317,0.99106,0.524358,0.15
0.511717,0.998216,0.262178,0.855841,0.15
0.0678048,0.976261,0.710294,0.293957,0.15
0.813033,0.996236,0.519686,0.405643,0.15
0.684133,0.268505,0.0351651,0.0217425,0.15
0.657414,0.500728,0.388539,0.00679175,0.15
0.895351,0.120516,0.881457,0.497864,0.15
0.581942,0.178154,0.317391,0.302782,0.15
0.267512,0.543505,0.205998,0.343594,0.15
0.869548,0.45884,0.0145672,0.465998,0.15
0.772007,0.998257,0.0432479,0.454225,0.15
0.326042,0.974862,0.497294,0.188388,0.15
0.397212,0.36335,0.986177,0.478822,0.15
0.573908,0.338063,0.477267,0.56519,0.15
0.553072,0.84975,0.104818,0.606201,0.15
0.367833,0.274737,0.346475,0.703988,0.15
0.725033,0.838841,0.271272,0.293538,0.15
0.212471,0.229505,0.609169,0.309958,0.15
0.390903,0.738587,0.453457,0.0444818,0.15
0.884123,0.286125,0.198183,0.518423,0.15
0.508634,0.0642751,0.543063,0.455009,0.15
0.811502,0.0689029,0.285022,0.953633,0.15
0.123708,0.219412,0.28845,0.612638,0.15
0.218236,0.0828361,0.697343,0.93288,0.15
0.916322,0.796123,0.968278,0.349983,0.15
0.557166,0.719786,0.214047,0.0581024,0.15
0.272422,0.905428,0.268957,0.572275,0.15
0.995538,0.856993,0.548063,0.968672,0.15
0.973707,0.576286,0.636419,0.505848,0.15
0.407993,0.533037,0.458948,0.733922,0.15
0.654293,0.00584835,0.0488879,0.0427006,0.15
0.395411,0.577028,0.609727,0.984515,0.15
0.704485,0.677438,0.805669,0.0104035,0.15
0.528685,0.0615942,0.56464,0.988433,0.15
0.0132085,0.873555,0.0709844,0.0901298,0.15
0.0540939,0.0260127,0.934651,0.755605,0.15
0.577599,0.357088,0.752289,0.402357,0.15
0.56268,0.966195,0.561905,0.0197593,0.15
0.968733,0.874402,0.6646,0.129231,0.15
0.628677,0.251778,0.567944,0.0896,0.15
0.352752,0.99218,0.918567,0.707004,0.15
0.394365,0.537011,0.82471,0.301821,0.15
0.625696,0.0417283,0.971996,0.51744,0.15
0.97845,0.941477,0.340784,0.133153,0.15
0.00924268,0.783224,0.871426,0.80435,0.15
0.930336,0.828052,0.674137,0.689033,0.15
0.944259,0.302319,0.680839,0.704631,0.15
0.70956,0.101339,0.859017,0.19288,0.15
0.493053,0.406818,0.147225,0.134854,0.15
0.783319,0.0273056,0.97398,0.916612,0.15
0.649318,0.269187,0.0902413,0.770906,0.15
0.154629,0.769313,0.311888,0.992602,0.15
0.00709344,0.45332,0.701985,0.962674,0.15
0.279159,0.445781,0.919602,0.768914,0.15
0.686728,0.507487,0.609217,0.965277,0.15
0.410216,0.956262,0.951456,0.267898,0.15
0.175782,0.0166508,0.292628,0.947906,0.15
0.855446,0.398743,0.183971,0.00229228,0.15
0.45676,0.762369,0.852809,0.210221,0.15
0.741335,0.547282,0.0717615,0.0323012,0.15
0.0074769,0.464094,0.429581,0.703297,0.15
0.12797,0.658069,0.81761,0.475922,0.15
0.371489,0.710476,0.0174245,0.134186,0.15
0.24471,0.553094,0.558636,0.223856,0.15
0.0242914,0.0107046,0.419624,0.698618,0.15
0.0893089,0.974039,0.448612,0.839114,0.15
0.0134122,0.0154247,0.954508,0.372952,0.15
